#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000101l	1	2	0.0	0.0	0.0	0.0
ptg000101l	101	102	0.0	2.0	2.0	0.0
ptg000101l	201	202	0.0	1.0	1.0	0.0
ptg000101l	301	302	0.0	1.0	5.0	3.0
ptg000101l	401	402	1.0	0.0	1.0	1.0
ptg000101l	501	502	4.0	9.0	5.0	4.0
ptg000101l	601	602	11.0	15.0	13.0	6.0
ptg000101l	701	702	2.0	2.0	0.0	0.0
ptg000101l	801	802	7.0	4.0	5.0	2.0
ptg000101l	901	902	14.0	18.0	12.0	12.0
ptg000101l	1001	1002	8.0	16.0	10.0	9.0
ptg000101l	1101	1102	61.0	47.0	44.0	40.0
ptg000101l	1201	1202	20.0	18.0	16.0	17.0
ptg000101l	1301	1302	1.0	2.0	2.0	1.0
ptg000101l	1401	1402	3.0	2.0	0.0	2.0
ptg000101l	1501	1502	6.0	8.0	5.0	11.0
ptg000101l	1601	1602	11.0	17.0	13.0	20.0
ptg000101l	1701	1702	13.0	17.0	5.0	17.0
ptg000101l	1801	1802	5.0	14.0	3.0	6.0
ptg000101l	1901	1902	2.0	4.0	5.0	1.0
ptg000101l	2001	2002	3.0	6.0	15.0	9.0
ptg000101l	2101	2102	10.0	15.0	8.0	13.0
ptg000101l	2201	2202	14.0	20.0	12.0	20.0
ptg000101l	2301	2302	5.0	5.0	3.0	6.0
ptg000101l	2401	2402	12.0	16.0	14.0	24.0
ptg000101l	2501	2502	1.0	3.0	4.0	7.0
ptg000101l	2601	2602	8.0	5.0	10.0	13.0
ptg000101l	2701	2702	4.0	6.0	2.0	8.0
ptg000101l	2801	2802	1.0	0.0	1.0	2.0
ptg000101l	2901	2902	0.0	2.0	1.0	3.0
ptg000101l	3001	3002	0.0	1.0	0.0	2.0
ptg000101l	3101	3102	1.0	3.0	1.0	0.0
ptg000101l	3201	3202	4.0	1.0	3.0	0.0
ptg000101l	3301	3302	0.0	0.0	0.0	0.0
ptg000101l	3401	3402	0.0	1.0	1.0	0.0
ptg000101l	3501	3502	5.0	6.0	3.0	3.0
ptg000101l	3601	3602	4.0	8.0	3.0	5.0
ptg000101l	3701	3702	19.0	13.0	5.0	17.0
ptg000101l	3801	3802	24.0	21.0	11.0	18.0
ptg000101l	3901	3902	22.0	13.0	13.0	14.0
ptg000101l	4001	4002	28.0	21.0	18.0	22.0
ptg000101l	4101	4102	9.0	8.0	9.0	2.0
ptg000101l	4201	4202	3.0	12.0	4.0	2.0
ptg000101l	4301	4302	6.0	13.0	8.0	6.0
ptg000101l	4401	4402	49.0	28.0	44.0	25.0
ptg000101l	4501	4502	13.0	8.0	8.0	16.0
ptg000101l	4601	4602	2.0	3.0	6.0	0.0
ptg000101l	4701	4702	4.0	5.0	3.0	2.0
ptg000101l	4801	4802	2.0	1.0	0.0	1.0
ptg000101l	4901	4902	0.0	3.0	0.0	0.0
ptg000101l	5001	5002	3.0	5.0	5.0	3.0
ptg000101l	5101	5102	8.0	12.0	4.0	7.0
ptg000101l	5201	5202	7.0	17.0	5.0	15.0
ptg000101l	5301	5302	2.0	6.0	1.0	4.0
ptg000101l	5401	5402	5.0	6.0	2.0	1.0
ptg000101l	5501	5502	9.0	10.0	7.0	3.0
ptg000101l	5601	5602	50.0	28.0	41.0	18.0
ptg000101l	5701	5702	14.0	6.0	8.0	3.0
ptg000101l	5801	5802	1.0	2.0	3.0	1.0
ptg000101l	5901	5902	3.0	5.0	4.0	5.0
ptg000101l	6001	6002	1.0	2.0	2.0	2.0
ptg000101l	6101	6102	3.0	3.0	3.0	1.0
ptg000101l	6201	6202	5.0	11.0	5.0	7.0
ptg000101l	6301	6302	8.0	10.0	4.0	10.0
ptg000101l	6401	6402	9.0	7.0	6.0	6.0
ptg000101l	6501	6502	2.0	0.0	1.0	1.0
ptg000101l	6601	6602	17.0	11.0	16.0	10.0
ptg000101l	6701	6702	4.0	7.0	4.0	5.0
ptg000101l	6801	6802	0.0	1.0	2.0	2.0
ptg000101l	6901	6902	2.0	3.0	1.0	4.0
ptg000101l	7001	7002	3.0	0.0	0.0	0.0
ptg000101l	7101	7102	7.0	1.0	1.0	1.0
ptg000101l	7201	7202	14.0	11.0	6.0	6.0
ptg000101l	7301	7302	10.0	5.0	6.0	4.0
ptg000101l	7401	7402	2.0	0.0	0.0	0.0
ptg000101l	7501	7502	1.0	1.0	0.0	3.0
ptg000101l	7601	7602	7.0	3.0	6.0	8.0
ptg000101l	7701	7702	5.0	6.0	3.0	7.0
ptg000101l	7801	7802	18.0	17.0	12.0	19.0
ptg000101l	7901	7902	19.0	20.0	18.0	20.0
ptg000101l	8001	8002	0.0	1.0	0.0	1.0
ptg000101l	8101	8102	0.0	2.0	0.0	2.0
ptg000101l	8201	8202	21.0	9.0	7.0	18.0
ptg000101l	8301	8302	13.0	12.0	9.0	8.0
ptg000101l	8401	8402	3.0	0.0	0.0	0.0
ptg000101l	8501	8502	1.0	0.0	0.0	1.0
ptg000101l	8601	8602	3.0	0.0	2.0	1.0
ptg000101l	8701	8702	4.0	1.0	3.0	2.0
ptg000101l	8801	8802	3.0	0.0	0.0	1.0
ptg000101l	8901	8902	0.0	1.0	0.0	1.0
ptg000101l	9001	9002	2.0	2.0	3.0	4.0
ptg000101l	9101	9102	3.0	1.0	5.0	2.0
ptg000101l	9201	9202	4.0	5.0	10.0	6.0
ptg000101l	9301	9302	16.0	9.0	16.0	10.0
ptg000101l	9401	9402	1.0	1.0	1.0	0.0
ptg000101l	9501	9502	1.0	1.0	2.0	1.0
ptg000101l	9601	9602	8.0	5.0	4.0	8.0
ptg000101l	9701	9702	6.0	6.0	5.0	8.0
ptg000101l	9801	9802	3.0	1.0	2.0	1.0
ptg000101l	9901	9902	7.0	9.0	8.0	4.0
ptg000101l	10001	10002	3.0	4.0	3.0	3.0
ptg000101l	10101	10102	2.0	0.0	1.0	1.0
ptg000101l	10201	10202	8.0	5.0	3.0	4.0
ptg000101l	10301	10302	15.0	7.0	11.0	8.0
ptg000101l	10401	10402	14.0	8.0	10.0	9.0
ptg000101l	10501	10502	6.0	10.0	5.0	9.0
ptg000101l	10601	10602	1.0	4.0	6.0	5.0
ptg000101l	10701	10702	2.0	3.0	8.0	3.0
ptg000101l	10801	10802	1.0	1.0	4.0	5.0
ptg000101l	10901	10902	5.0	18.0	9.0	16.0
ptg000101l	11001	11002	12.0	21.0	14.0	27.0
ptg000101l	11101	11102	1.0	0.0	1.0	0.0
ptg000101l	11201	11202	0.0	1.0	0.0	1.0
ptg000101l	11301	11302	0.0	3.0	4.0	2.0
ptg000101l	11401	11402	3.0	4.0	3.0	2.0
ptg000101l	11501	11502	0.0	0.0	0.0	0.0
ptg000101l	11601	11602	0.0	0.0	1.0	0.0
