#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000073l	1	2	0.0	0.0	0.0	1.0
ptg000073l	101	102	26.0	31.0	39.0	42.0
ptg000073l	201	202	42.0	54.0	60.0	77.0
ptg000073l	301	302	54.0	61.0	61.0	88.0
ptg000073l	401	402	57.0	70.0	71.0	95.0
ptg000073l	501	502	48.0	71.0	62.0	94.0
ptg000073l	601	602	42.0	64.0	59.0	89.0
ptg000073l	701	702	60.0	73.0	72.0	93.0
ptg000073l	801	802	38.0	47.0	44.0	46.0
ptg000073l	901	902	24.0	28.0	17.0	40.0
ptg000073l	1001	1002	51.0	69.0	48.0	83.0
ptg000073l	1101	1102	41.0	72.0	56.0	87.0
ptg000073l	1201	1202	31.0	54.0	49.0	68.0
ptg000073l	1301	1302	22.0	26.0	30.0	38.0
ptg000073l	1401	1402	4.0	4.0	7.0	5.0
ptg000073l	1501	1502	20.0	12.0	16.0	28.0
ptg000073l	1601	1602	52.0	41.0	58.0	71.0
ptg000073l	1701	1702	61.0	48.0	69.0	98.0
ptg000073l	1801	1802	67.0	76.0	61.0	112.0
ptg000073l	1901	1902	70.0	71.0	64.0	121.0
ptg000073l	2001	2002	70.0	74.0	83.0	95.0
ptg000073l	2101	2102	69.0	58.0	80.0	104.0
ptg000073l	2201	2202	74.0	65.0	70.0	104.0
ptg000073l	2301	2302	62.0	68.0	53.0	89.0
ptg000073l	2401	2402	48.0	53.0	52.0	66.0
ptg000073l	2501	2502	53.0	57.0	48.0	60.0
ptg000073l	2601	2602	26.0	44.0	39.0	54.0
ptg000073l	2701	2702	14.0	18.0	20.0	26.0
ptg000073l	2801	2802	1.0	0.0	1.0	2.0
ptg000073l	2901	2902	1.0	3.0	0.0	1.0
ptg000073l	3001	3002	3.0	14.0	8.0	2.0
ptg000073l	3101	3102	4.0	15.0	9.0	5.0
ptg000073l	3201	3202	0.0	0.0	0.0	0.0
ptg000073l	3301	3302	6.0	7.0	2.0	6.0
ptg000073l	3401	3402	0.0	0.0	0.0	0.0
ptg000073l	3501	3502	12.0	12.0	20.0	16.0
ptg000073l	3601	3602	4.0	9.0	11.0	8.0
ptg000073l	3701	3702	0.0	0.0	0.0	0.0
ptg000073l	3801	3802	9.0	11.0	11.0	13.0
ptg000073l	3901	3902	13.0	10.0	19.0	17.0
ptg000073l	4001	4002	7.0	13.0	11.0	11.0
ptg000073l	4101	4102	1.0	0.0	5.0	0.0
ptg000073l	4201	4202	10.0	8.0	18.0	14.0
ptg000073l	4301	4302	12.0	14.0	14.0	10.0
ptg000073l	4401	4402	40.0	31.0	40.0	49.0
ptg000073l	4501	4502	53.0	52.0	61.0	80.0
ptg000073l	4601	4602	39.0	34.0	49.0	63.0
ptg000073l	4701	4702	52.0	41.0	67.0	84.0
ptg000073l	4801	4802	49.0	43.0	50.0	77.0
ptg000073l	4901	4902	29.0	38.0	38.0	46.0
ptg000073l	5001	5002	30.0	41.0	36.0	49.0
ptg000073l	5101	5102	6.0	11.0	3.0	7.0
ptg000073l	5201	5202	0.0	0.0	0.0	0.0
ptg000073l	5301	5302	23.0	31.0	21.0	37.0
ptg000073l	5401	5402	42.0	43.0	27.0	66.0
ptg000073l	5501	5502	28.0	20.0	25.0	41.0
ptg000073l	5601	5602	9.0	13.0	11.0	12.0
ptg000073l	5701	5702	2.0	1.0	2.0	0.0
ptg000073l	5801	5802	11.0	13.0	9.0	12.0
ptg000073l	5901	5902	7.0	7.0	4.0	6.0
ptg000073l	6001	6002	11.0	14.0	14.0	20.0
ptg000073l	6101	6102	10.0	13.0	17.0	19.0
ptg000073l	6201	6202	10.0	12.0	12.0	16.0
ptg000073l	6301	6302	8.0	13.0	13.0	15.0
ptg000073l	6401	6402	10.0	10.0	14.0	12.0
ptg000073l	6501	6502	23.0	27.0	26.0	30.0
ptg000073l	6601	6602	9.0	12.0	14.0	16.0
ptg000073l	6701	6702	0.0	0.0	0.0	0.0
ptg000073l	6801	6802	0.0	0.0	0.0	0.0
ptg000073l	6901	6902	7.0	7.0	6.0	7.0
ptg000073l	7001	7002	9.0	8.0	5.0	8.0
ptg000073l	7101	7102	0.0	0.0	0.0	0.0
ptg000073l	7201	7202	2.0	0.0	2.0	3.0
ptg000073l	7301	7302	1.0	0.0	0.0	3.0
ptg000073l	7401	7402	3.0	1.0	5.0	6.0
ptg000073l	7501	7502	11.0	4.0	11.0	13.0
ptg000073l	7601	7602	3.0	7.0	2.0	5.0
ptg000073l	7701	7702	0.0	3.0	2.0	2.0
ptg000073l	7801	7802	4.0	7.0	5.0	4.0
ptg000073l	7901	7902	17.0	19.0	12.0	15.0
ptg000073l	8001	8002	21.0	22.0	23.0	41.0
ptg000073l	8101	8102	36.0	40.0	32.0	92.0
ptg000073l	8201	8202	46.0	62.0	48.0	95.0
ptg000073l	8301	8302	54.0	50.0	51.0	75.0
ptg000073l	8401	8402	49.0	40.0	34.0	62.0
ptg000073l	8501	8502	19.0	7.0	19.0	9.0
ptg000073l	8601	8602	31.0	27.0	43.0	26.0
ptg000073l	8701	8702	52.0	61.0	57.0	75.0
ptg000073l	8801	8802	26.0	30.0	27.0	37.0
ptg000073l	8901	8902	30.0	33.0	36.0	35.0
ptg000073l	9001	9002	42.0	42.0	44.0	76.0
ptg000073l	9101	9102	42.0	37.0	55.0	58.0
ptg000073l	9201	9202	45.0	30.0	33.0	48.0
ptg000073l	9301	9302	20.0	11.0	12.0	16.0
ptg000073l	9401	9402	47.0	38.0	38.0	52.0
ptg000073l	9501	9502	60.0	52.0	55.0	66.0
ptg000073l	9601	9602	73.0	58.0	66.0	101.0
ptg000073l	9701	9702	79.0	70.0	73.0	96.0
ptg000073l	9801	9802	87.0	87.0	88.0	103.0
ptg000073l	9901	9902	70.0	80.0	76.0	114.0
ptg000073l	10001	10002	65.0	48.0	65.0	82.0
ptg000073l	10101	10102	44.0	41.0	65.0	78.0
ptg000073l	10201	10202	36.0	28.0	48.0	64.0
ptg000073l	10301	10302	6.0	7.0	9.0	13.0
ptg000073l	10401	10402	10.0	25.0	25.0	22.0
ptg000073l	10501	10502	5.0	10.0	9.0	11.0
ptg000073l	10601	10602	12.0	16.0	20.0	15.0
ptg000073l	10701	10702	22.0	21.0	25.0	29.0
ptg000073l	10801	10802	3.0	5.0	9.0	8.0
ptg000073l	10901	10902	0.0	0.0	0.0	0.0
ptg000073l	11001	11002	8.0	2.0	9.0	8.0
ptg000073l	11101	11102	11.0	3.0	9.0	12.0
ptg000073l	11201	11202	6.0	6.0	3.0	7.0
ptg000073l	11301	11302	21.0	30.0	32.0	35.0
ptg000073l	11401	11402	23.0	22.0	23.0	22.0
ptg000073l	11501	11502	33.0	32.0	30.0	37.0
ptg000073l	11601	11602	31.0	44.0	35.0	34.0
ptg000073l	11701	11702	17.0	32.0	28.0	27.0
ptg000073l	11801	11802	1.0	0.0	1.0	2.0
ptg000073l	11901	11902	11.0	12.0	27.0	19.0
ptg000073l	12001	12002	13.0	11.0	22.0	23.0
ptg000073l	12101	12102	1.0	0.0	1.0	1.0
ptg000073l	12201	12202	1.0	1.0	1.0	1.0
ptg000073l	12301	12302	20.0	11.0	23.0	19.0
ptg000073l	12401	12402	27.0	19.0	32.0	30.0
ptg000073l	12501	12502	10.0	7.0	9.0	7.0
ptg000073l	12601	12602	30.0	18.0	23.0	28.0
ptg000073l	12701	12702	44.0	34.0	33.0	45.0
ptg000073l	12801	12802	34.0	23.0	29.0	34.0
