#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000032l	1	2	0.0	0.0	0.0	0.0
ptg000032l	101	102	2.0	0.0	0.0	0.0
ptg000032l	201	202	7.0	4.0	2.0	8.0
ptg000032l	301	302	4.0	3.0	8.0	8.0
ptg000032l	401	402	2.0	1.0	5.0	6.0
ptg000032l	501	502	14.0	9.0	12.0	12.0
ptg000032l	601	602	14.0	18.0	22.0	18.0
ptg000032l	701	702	7.0	15.0	14.0	12.0
ptg000032l	801	802	3.0	8.0	5.0	13.0
ptg000032l	901	902	8.0	18.0	7.0	15.0
ptg000032l	1001	1002	14.0	18.0	16.0	23.0
ptg000032l	1101	1102	12.0	9.0	16.0	15.0
ptg000032l	1201	1202	3.0	9.0	4.0	3.0
ptg000032l	1301	1302	1.0	3.0	0.0	0.0
ptg000032l	1401	1402	5.0	2.0	6.0	7.0
ptg000032l	1501	1502	10.0	14.0	10.0	11.0
ptg000032l	1601	1602	16.0	17.0	14.0	12.0
ptg000032l	1701	1702	17.0	15.0	11.0	11.0
ptg000032l	1801	1802	5.0	10.0	4.0	8.0
ptg000032l	1901	1902	0.0	5.0	0.0	0.0
ptg000032l	2001	2002	0.0	3.0	4.0	1.0
ptg000032l	2101	2102	6.0	5.0	10.0	6.0
ptg000032l	2201	2202	6.0	10.0	14.0	6.0
ptg000032l	2301	2302	11.0	8.0	11.0	7.0
ptg000032l	2401	2402	17.0	6.0	12.0	4.0
ptg000032l	2501	2502	13.0	6.0	14.0	5.0
ptg000032l	2601	2602	5.0	5.0	13.0	9.0
ptg000032l	2701	2702	1.0	1.0	3.0	4.0
ptg000032l	2801	2802	3.0	3.0	5.0	5.0
ptg000032l	2901	2902	14.0	9.0	14.0	10.0
ptg000032l	3001	3002	23.0	3.0	27.0	10.0
ptg000032l	3101	3102	28.0	11.0	27.0	4.0
ptg000032l	3201	3202	18.0	14.0	22.0	10.0
ptg000032l	3301	3302	18.0	16.0	25.0	17.0
ptg000032l	3401	3402	10.0	5.0	11.0	13.0
ptg000032l	3501	3502	9.0	6.0	5.0	7.0
ptg000032l	3601	3602	10.0	14.0	10.0	15.0
ptg000032l	3701	3702	15.0	16.0	7.0	12.0
ptg000032l	3801	3802	14.0	13.0	11.0	15.0
ptg000032l	3901	3902	15.0	8.0	9.0	11.0
ptg000032l	4001	4002	6.0	8.0	10.0	6.0
ptg000032l	4101	4102	2.0	5.0	6.0	6.0
ptg000032l	4201	4202	5.0	4.0	5.0	4.0
ptg000032l	4301	4302	8.0	12.0	10.0	16.0
ptg000032l	4401	4402	25.0	25.0	32.0	32.0
ptg000032l	4501	4502	18.0	27.0	15.0	21.0
ptg000032l	4601	4602	15.0	14.0	6.0	16.0
ptg000032l	4701	4702	7.0	15.0	12.0	17.0
ptg000032l	4801	4802	2.0	7.0	5.0	8.0
ptg000032l	4901	4902	1.0	0.0	1.0	0.0
ptg000032l	5001	5002	0.0	6.0	1.0	2.0
ptg000032l	5101	5102	3.0	12.0	3.0	6.0
ptg000032l	5201	5202	3.0	9.0	6.0	7.0
ptg000032l	5301	5302	1.0	10.0	6.0	6.0
ptg000032l	5401	5402	1.0	10.0	4.0	9.0
ptg000032l	5501	5502	1.0	1.0	2.0	1.0
ptg000032l	5601	5602	4.0	3.0	3.0	1.0
ptg000032l	5701	5702	1.0	2.0	2.0	1.0
ptg000032l	5801	5802	2.0	1.0	0.0	1.0
ptg000032l	5901	5902	2.0	2.0	4.0	0.0
ptg000032l	6001	6002	2.0	5.0	6.0	1.0
ptg000032l	6101	6102	2.0	1.0	6.0	1.0
ptg000032l	6201	6202	2.0	2.0	2.0	2.0
ptg000032l	6301	6302	2.0	8.0	2.0	4.0
ptg000032l	6401	6402	4.0	10.0	3.0	8.0
ptg000032l	6501	6502	1.0	0.0	0.0	0.0
ptg000032l	6601	6602	0.0	2.0	0.0	1.0
ptg000032l	6701	6702	3.0	7.0	1.0	4.0
ptg000032l	6801	6802	1.0	2.0	0.0	1.0
ptg000032l	6901	6902	0.0	0.0	0.0	0.0
ptg000032l	7001	7002	0.0	2.0	0.0	2.0
ptg000032l	7101	7102	0.0	0.0	0.0	0.0
ptg000032l	7201	7202	1.0	5.0	5.0	6.0
ptg000032l	7301	7302	4.0	9.0	7.0	18.0
ptg000032l	7401	7402	7.0	13.0	4.0	15.0
ptg000032l	7501	7502	2.0	1.0	1.0	2.0
ptg000032l	7601	7602	6.0	2.0	1.0	4.0
ptg000032l	7701	7702	6.0	3.0	1.0	5.0
ptg000032l	7801	7802	4.0	4.0	6.0	6.0
ptg000032l	7901	7902	11.0	9.0	7.0	11.0
ptg000032l	8001	8002	23.0	18.0	12.0	12.0
ptg000032l	8101	8102	16.0	17.0	9.0	14.0
ptg000032l	8201	8202	14.0	24.0	7.0	24.0
ptg000032l	8301	8302	24.0	19.0	17.0	18.0
ptg000032l	8401	8402	19.0	18.0	21.0	16.0
ptg000032l	8501	8502	14.0	11.0	7.0	11.0
ptg000032l	8601	8602	9.0	2.0	1.0	4.0
ptg000032l	8701	8702	7.0	3.0	2.0	2.0
ptg000032l	8801	8802	12.0	10.0	9.0	11.0
ptg000032l	8901	8902	4.0	4.0	2.0	7.0
ptg000032l	9001	9002	1.0	2.0	0.0	0.0
ptg000032l	9101	9102	12.0	10.0	10.0	14.0
ptg000032l	9201	9202	23.0	13.0	15.0	17.0
ptg000032l	9301	9302	15.0	19.0	14.0	20.0
ptg000032l	9401	9402	10.0	14.0	12.0	14.0
ptg000032l	9501	9502	2.0	5.0	7.0	8.0
ptg000032l	9601	9602	0.0	1.0	0.0	4.0
ptg000032l	9701	9702	3.0	12.0	2.0	4.0
ptg000032l	9801	9802	1.0	14.0	4.0	4.0
ptg000032l	9901	9902	4.0	9.0	4.0	6.0
ptg000032l	10001	10002	10.0	16.0	6.0	15.0
ptg000032l	10101	10102	7.0	14.0	11.0	17.0
ptg000032l	10201	10202	10.0	7.0	14.0	9.0
ptg000032l	10301	10302	12.0	7.0	4.0	11.0
ptg000032l	10401	10402	1.0	2.0	3.0	9.0
ptg000032l	10501	10502	7.0	9.0	9.0	11.0
ptg000032l	10601	10602	8.0	11.0	6.0	6.0
ptg000032l	10701	10702	19.0	14.0	16.0	22.0
ptg000032l	10801	10802	23.0	20.0	21.0	28.0
ptg000032l	10901	10902	11.0	8.0	11.0	13.0
ptg000032l	11001	11002	13.0	6.0	13.0	4.0
ptg000032l	11101	11102	7.0	5.0	7.0	5.0
ptg000032l	11201	11202	7.0	1.0	8.0	1.0
ptg000032l	11301	11302	13.0	7.0	9.0	2.0
ptg000032l	11401	11402	14.0	11.0	10.0	4.0
ptg000032l	11501	11502	12.0	6.0	5.0	8.0
ptg000032l	11601	11602	6.0	5.0	7.0	5.0
ptg000032l	11701	11702	5.0	2.0	3.0	0.0
ptg000032l	11801	11802	12.0	8.0	6.0	3.0
ptg000032l	11901	11902	15.0	7.0	9.0	9.0
ptg000032l	12001	12002	26.0	13.0	21.0	10.0
ptg000032l	12101	12102	17.0	8.0	15.0	9.0
ptg000032l	12201	12202	6.0	1.0	7.0	5.0
ptg000032l	12301	12302	21.0	14.0	18.0	10.0
ptg000032l	12401	12402	13.0	10.0	4.0	5.0
