#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000079l	1	2	0.0	0.0	0.0	0.0
ptg000079l	101	102	0.0	0.0	0.0	0.0
ptg000079l	201	202	0.0	0.0	0.0	1.0
ptg000079l	301	302	9.0	6.0	6.0	11.0
ptg000079l	401	402	4.0	7.0	4.0	12.0
ptg000079l	501	502	0.0	0.0	0.0	0.0
ptg000079l	601	602	7.0	9.0	4.0	10.0
ptg000079l	701	702	12.0	11.0	11.0	10.0
ptg000079l	801	802	14.0	13.0	18.0	18.0
ptg000079l	901	902	1.0	0.0	0.0	0.0
ptg000079l	1001	1002	0.0	0.0	0.0	0.0
ptg000079l	1101	1102	36.0	39.0	31.0	51.0
ptg000079l	1201	1202	43.0	54.0	48.0	73.0
ptg000079l	1301	1302	54.0	54.0	55.0	83.0
ptg000079l	1401	1402	45.0	57.0	47.0	74.0
ptg000079l	1501	1502	31.0	35.0	34.0	51.0
ptg000079l	1601	1602	14.0	18.0	23.0	28.0
ptg000079l	1701	1702	19.0	20.0	29.0	33.0
ptg000079l	1801	1802	21.0	15.0	19.0	27.0
ptg000079l	1901	1902	6.0	5.0	7.0	7.0
ptg000079l	2001	2002	12.0	14.0	16.0	21.0
ptg000079l	2101	2102	9.0	13.0	21.0	19.0
ptg000079l	2201	2202	0.0	0.0	1.0	0.0
ptg000079l	2301	2302	2.0	6.0	8.0	3.0
ptg000079l	2401	2402	14.0	20.0	25.0	17.0
ptg000079l	2501	2502	21.0	26.0	27.0	36.0
ptg000079l	2601	2602	17.0	24.0	24.0	22.0
ptg000079l	2701	2702	12.0	15.0	29.0	17.0
ptg000079l	2801	2802	12.0	13.0	31.0	20.0
ptg000079l	2901	2902	48.0	54.0	63.0	65.0
ptg000079l	3001	3002	64.0	81.0	84.0	106.0
ptg000079l	3101	3102	52.0	61.0	46.0	86.0
ptg000079l	3201	3202	63.0	60.0	52.0	76.0
ptg000079l	3301	3302	77.0	69.0	73.0	91.0
ptg000079l	3401	3402	66.0	66.0	78.0	99.0
ptg000079l	3501	3502	95.0	73.0	93.0	112.0
ptg000079l	3601	3602	71.0	61.0	67.0	76.0
ptg000079l	3701	3702	37.0	37.0	40.0	39.0
ptg000079l	3801	3802	36.0	35.0	33.0	46.0
ptg000079l	3901	3902	34.0	34.0	43.0	41.0
ptg000079l	4001	4002	37.0	41.0	42.0	63.0
