#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000043l	1	2	0.0	1.0	0.0	1.0
ptg000043l	101	102	7.0	13.0	3.0	5.0
ptg000043l	201	202	17.0	11.0	6.0	12.0
ptg000043l	301	302	33.0	42.0	37.0	51.0
ptg000043l	401	402	25.0	30.0	21.0	22.0
ptg000043l	501	502	22.0	22.0	21.0	24.0
ptg000043l	601	602	15.0	22.0	18.0	15.0
ptg000043l	701	702	32.0	33.0	29.0	33.0
ptg000043l	801	802	78.0	78.0	93.0	107.0
ptg000043l	901	902	40.0	42.0	29.0	32.0
ptg000043l	1001	1002	34.0	35.0	21.0	29.0
ptg000043l	1101	1102	49.0	55.0	26.0	63.0
ptg000043l	1201	1202	34.0	56.0	42.0	51.0
ptg000043l	1301	1302	50.0	60.0	56.0	39.0
ptg000043l	1401	1402	44.0	41.0	49.0	42.0
ptg000043l	1501	1502	18.0	18.0	15.0	28.0
ptg000043l	1601	1602	32.0	29.0	33.0	28.0
ptg000043l	1701	1702	39.0	31.0	36.0	32.0
ptg000043l	1801	1802	24.0	27.0	15.0	28.0
ptg000043l	1901	1902	24.0	20.0	12.0	8.0
ptg000043l	2001	2002	11.0	13.0	8.0	6.0
ptg000043l	2101	2102	32.0	13.0	12.0	16.0
ptg000043l	2201	2202	41.0	29.0	36.0	17.0
ptg000043l	2301	2302	1.0	0.0	1.0	0.0
ptg000043l	2401	2402	0.0	1.0	0.0	2.0
ptg000043l	2501	2502	68.0	62.0	63.0	55.0
ptg000043l	2601	2602	0.0	0.0	0.0	0.0
ptg000043l	2701	2702	3.0	15.0	6.0	13.0
ptg000043l	2801	2802	6.0	6.0	6.0	7.0
ptg000043l	2901	2902	2.0	7.0	8.0	6.0
ptg000043l	3001	3002	11.0	14.0	19.0	12.0
ptg000043l	3101	3102	28.0	28.0	21.0	21.0
ptg000043l	3201	3202	33.0	38.0	22.0	25.0
ptg000043l	3301	3302	40.0	35.0	20.0	32.0
ptg000043l	3401	3402	43.0	36.0	35.0	26.0
ptg000043l	3501	3502	30.0	35.0	29.0	21.0
ptg000043l	3601	3602	16.0	24.0	20.0	22.0
ptg000043l	3701	3702	44.0	33.0	34.0	38.0
ptg000043l	3801	3802	33.0	19.0	25.0	17.0
ptg000043l	3901	3902	10.0	13.0	7.0	6.0
ptg000043l	4001	4002	31.0	49.0	26.0	53.0
ptg000043l	4101	4102	51.0	111.0	60.0	135.0
ptg000043l	4201	4202	22.0	19.0	20.0	18.0
ptg000043l	4301	4302	6.0	9.0	3.0	4.0
ptg000043l	4401	4402	3.0	4.0	1.0	2.0
ptg000043l	4501	4502	1.0	3.0	0.0	2.0
ptg000043l	4601	4602	1.0	0.0	0.0	0.0
ptg000043l	4701	4702	1.0	1.0	1.0	0.0
ptg000043l	4801	4802	0.0	1.0	0.0	0.0
ptg000043l	4901	4902	1.0	1.0	0.0	0.0
ptg000043l	5001	5002	5.0	2.0	2.0	6.0
ptg000043l	5101	5102	5.0	2.0	4.0	7.0
ptg000043l	5201	5202	10.0	3.0	6.0	7.0
ptg000043l	5301	5302	9.0	8.0	6.0	7.0
ptg000043l	5401	5402	9.0	6.0	2.0	8.0
ptg000043l	5501	5502	12.0	8.0	2.0	8.0
ptg000043l	5601	5602	5.0	8.0	5.0	4.0
ptg000043l	5701	5702	4.0	10.0	11.0	10.0
ptg000043l	5801	5802	12.0	26.0	29.0	35.0
ptg000043l	5901	5902	16.0	32.0	31.0	39.0
ptg000043l	6001	6002	17.0	17.0	20.0	25.0
ptg000043l	6101	6102	11.0	13.0	9.0	16.0
ptg000043l	6201	6202	10.0	18.0	13.0	19.0
ptg000043l	6301	6302	20.0	31.0	26.0	30.0
ptg000043l	6401	6402	21.0	26.0	22.0	34.0
ptg000043l	6501	6502	8.0	17.0	9.0	20.0
ptg000043l	6601	6602	4.0	14.0	4.0	15.0
ptg000043l	6701	6702	13.0	16.0	9.0	17.0
ptg000043l	6801	6802	28.0	29.0	16.0	31.0
ptg000043l	6901	6902	21.0	20.0	12.0	37.0
ptg000043l	7001	7002	4.0	8.0	4.0	16.0
ptg000043l	7101	7102	15.0	11.0	21.0	27.0
ptg000043l	7201	7202	16.0	14.0	18.0	19.0
ptg000043l	7301	7302	3.0	6.0	13.0	9.0
ptg000043l	7401	7402	1.0	1.0	1.0	1.0
ptg000043l	7501	7502	11.0	6.0	3.0	6.0
ptg000043l	7601	7602	16.0	8.0	6.0	10.0
ptg000043l	7701	7702	2.0	4.0	1.0	2.0
ptg000043l	7801	7802	8.0	12.0	12.0	12.0
ptg000043l	7901	7902	7.0	10.0	10.0	15.0
ptg000043l	8001	8002	5.0	11.0	7.0	12.0
ptg000043l	8101	8102	10.0	14.0	23.0	11.0
ptg000043l	8201	8202	3.0	7.0	8.0	3.0
ptg000043l	8301	8302	0.0	1.0	0.0	3.0
ptg000043l	8401	8402	1.0	6.0	4.0	5.0
ptg000043l	8501	8502	13.0	23.0	14.0	9.0
ptg000043l	8601	8602	8.0	16.0	10.0	11.0
ptg000043l	8701	8702	4.0	8.0	4.0	9.0
ptg000043l	8801	8802	2.0	3.0	1.0	2.0
ptg000043l	8901	8902	1.0	0.0	0.0	0.0
ptg000043l	9001	9002	2.0	1.0	0.0	2.0
ptg000043l	9101	9102	14.0	11.0	13.0	12.0
ptg000043l	9201	9202	23.0	13.0	16.0	13.0
ptg000043l	9301	9302	13.0	10.0	17.0	19.0
ptg000043l	9401	9402	15.0	8.0	11.0	13.0
ptg000043l	9501	9502	0.0	1.0	0.0	0.0
ptg000043l	9601	9602	1.0	2.0	0.0	0.0
ptg000043l	9701	9702	1.0	3.0	0.0	1.0
ptg000043l	9801	9802	1.0	11.0	2.0	6.0
ptg000043l	9901	9902	29.0	38.0	36.0	34.0
ptg000043l	10001	10002	20.0	26.0	16.0	22.0
ptg000043l	10101	10102	72.0	80.0	66.0	95.0
ptg000043l	10201	10202	45.0	73.0	48.0	74.0
ptg000043l	10301	10302	49.0	87.0	66.0	76.0
ptg000043l	10401	10402	70.0	96.0	79.0	84.0
ptg000043l	10501	10502	68.0	92.0	70.0	72.0
ptg000043l	10601	10602	57.0	90.0	70.0	105.0
ptg000043l	10701	10702	25.0	42.0	19.0	49.0
ptg000043l	10801	10802	37.0	40.0	32.0	30.0
ptg000043l	10901	10902	45.0	45.0	35.0	49.0
ptg000043l	11001	11002	78.0	65.0	68.0	87.0
ptg000043l	11101	11102	31.0	35.0	44.0	30.0
ptg000043l	11201	11202	28.0	15.0	31.0	6.0
ptg000043l	11301	11302	15.0	8.0	13.0	5.0
ptg000043l	11401	11402	23.0	6.0	18.0	8.0
ptg000043l	11501	11502	25.0	13.0	34.0	8.0
ptg000043l	11601	11602	20.0	11.0	34.0	13.0
ptg000043l	11701	11702	32.0	24.0	38.0	33.0
ptg000043l	11801	11802	47.0	39.0	41.0	44.0
ptg000043l	11901	11902	35.0	26.0	36.0	23.0
ptg000043l	12001	12002	23.0	16.0	26.0	5.0
ptg000043l	12101	12102	35.0	25.0	41.0	10.0
ptg000043l	12201	12202	15.0	17.0	17.0	11.0
ptg000043l	12301	12302	13.0	15.0	15.0	16.0
