#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000029c	1	2	0.0	0.0	0.0	0.0
ptg000029c	101	102	0.0	0.0	0.0	0.0
ptg000029c	201	202	2.0	0.0	0.0	0.0
ptg000029c	301	302	2.0	1.0	1.0	0.0
ptg000029c	401	402	2.0	2.0	3.0	0.0
ptg000029c	501	502	1.0	1.0	4.0	0.0
ptg000029c	601	602	4.0	1.0	5.0	3.0
ptg000029c	701	702	7.0	2.0	6.0	0.0
ptg000029c	801	802	13.0	2.0	15.0	2.0
ptg000029c	901	902	16.0	3.0	6.0	2.0
ptg000029c	1001	1002	17.0	7.0	9.0	3.0
ptg000029c	1101	1102	6.0	9.0	12.0	3.0
ptg000029c	1201	1202	16.0	6.0	15.0	4.0
ptg000029c	1301	1302	18.0	8.0	14.0	3.0
ptg000029c	1401	1402	7.0	6.0	7.0	1.0
ptg000029c	1501	1502	5.0	8.0	7.0	2.0
ptg000029c	1601	1602	29.0	31.0	23.0	31.0
ptg000029c	1701	1702	15.0	12.0	11.0	18.0
ptg000029c	1801	1802	7.0	9.0	3.0	11.0
ptg000029c	1901	1902	2.0	4.0	3.0	6.0
ptg000029c	2001	2002	5.0	8.0	5.0	14.0
ptg000029c	2101	2102	1.0	2.0	0.0	7.0
ptg000029c	2201	2202	1.0	1.0	2.0	0.0
ptg000029c	2301	2302	7.0	11.0	7.0	22.0
ptg000029c	2401	2402	13.0	25.0	11.0	31.0
ptg000029c	2501	2502	12.0	15.0	9.0	21.0
ptg000029c	2601	2602	3.0	2.0	4.0	5.0
ptg000029c	2701	2702	10.0	13.0	10.0	14.0
ptg000029c	2801	2802	7.0	9.0	8.0	10.0
ptg000029c	2901	2902	8.0	6.0	7.0	3.0
ptg000029c	3001	3002	13.0	13.0	8.0	19.0
ptg000029c	3101	3102	19.0	16.0	10.0	26.0
ptg000029c	3201	3202	19.0	10.0	12.0	15.0
ptg000029c	3301	3302	6.0	3.0	5.0	5.0
ptg000029c	3401	3402	0.0	1.0	0.0	0.0
ptg000029c	3501	3502	7.0	10.0	3.0	9.0
ptg000029c	3601	3602	12.0	17.0	10.0	18.0
ptg000029c	3701	3702	12.0	18.0	7.0	15.0
ptg000029c	3801	3802	11.0	14.0	11.0	11.0
ptg000029c	3901	3902	2.0	1.0	3.0	3.0
ptg000029c	4001	4002	8.0	10.0	9.0	8.0
ptg000029c	4101	4102	6.0	8.0	10.0	5.0
ptg000029c	4201	4202	10.0	8.0	11.0	6.0
ptg000029c	4301	4302	13.0	13.0	13.0	7.0
ptg000029c	4401	4402	9.0	13.0	13.0	13.0
ptg000029c	4501	4502	8.0	16.0	12.0	13.0
ptg000029c	4601	4602	7.0	7.0	11.0	8.0
ptg000029c	4701	4702	10.0	4.0	6.0	7.0
ptg000029c	4801	4802	0.0	0.0	0.0	0.0
ptg000029c	4901	4902	3.0	6.0	8.0	6.0
ptg000029c	5001	5002	8.0	10.0	13.0	11.0
ptg000029c	5101	5102	10.0	6.0	8.0	5.0
ptg000029c	5201	5202	8.0	2.0	6.0	4.0
ptg000029c	5301	5302	0.0	0.0	0.0	1.0
ptg000029c	5401	5402	4.0	4.0	0.0	5.0
ptg000029c	5501	5502	7.0	4.0	2.0	6.0
ptg000029c	5601	5602	4.0	9.0	3.0	9.0
ptg000029c	5701	5702	1.0	1.0	4.0	4.0
ptg000029c	5801	5802	1.0	3.0	1.0	0.0
ptg000029c	5901	5902	5.0	5.0	1.0	9.0
ptg000029c	6001	6002	1.0	0.0	0.0	3.0
ptg000029c	6101	6102	6.0	6.0	10.0	8.0
ptg000029c	6201	6202	10.0	8.0	9.0	7.0
ptg000029c	6301	6302	11.0	9.0	13.0	11.0
ptg000029c	6401	6402	8.0	6.0	13.0	8.0
ptg000029c	6501	6502	0.0	1.0	2.0	2.0
ptg000029c	6601	6602	4.0	3.0	9.0	4.0
ptg000029c	6701	6702	8.0	10.0	13.0	8.0
ptg000029c	6801	6802	4.0	3.0	2.0	5.0
ptg000029c	6901	6902	4.0	3.0	3.0	1.0
ptg000029c	7001	7002	10.0	13.0	12.0	6.0
ptg000029c	7101	7102	15.0	11.0	14.0	8.0
ptg000029c	7201	7202	8.0	4.0	3.0	6.0
ptg000029c	7301	7302	0.0	6.0	2.0	4.0
ptg000029c	7401	7402	2.0	4.0	5.0	5.0
ptg000029c	7501	7502	7.0	10.0	13.0	18.0
ptg000029c	7601	7602	6.0	14.0	7.0	27.0
ptg000029c	7701	7702	6.0	8.0	11.0	24.0
ptg000029c	7801	7802	2.0	0.0	1.0	3.0
ptg000029c	7901	7902	3.0	9.0	11.0	7.0
ptg000029c	8001	8002	0.0	0.0	6.0	3.0
ptg000029c	8101	8102	0.0	0.0	0.0	1.0
ptg000029c	8201	8202	1.0	0.0	1.0	3.0
ptg000029c	8301	8302	0.0	1.0	0.0	0.0
ptg000029c	8401	8402	1.0	1.0	0.0	0.0
ptg000029c	8501	8502	1.0	0.0	0.0	0.0
ptg000029c	8601	8602	0.0	0.0	0.0	0.0
ptg000029c	8701	8702	6.0	3.0	7.0	3.0
ptg000029c	8801	8802	0.0	0.0	0.0	1.0
ptg000029c	8901	8902	4.0	6.0	7.0	8.0
ptg000029c	9001	9002	7.0	14.0	5.0	18.0
ptg000029c	9101	9102	9.0	16.0	5.0	21.0
ptg000029c	9201	9202	15.0	16.0	5.0	20.0
ptg000029c	9301	9302	9.0	9.0	9.0	13.0
ptg000029c	9401	9402	1.0	1.0	3.0	1.0
ptg000029c	9501	9502	4.0	3.0	3.0	0.0
ptg000029c	9601	9602	5.0	6.0	2.0	1.0
ptg000029c	9701	9702	1.0	1.0	0.0	0.0
ptg000029c	9801	9802	22.0	9.0	26.0	17.0
ptg000029c	9901	9902	54.0	45.0	95.0	50.0
ptg000029c	10001	10002	36.0	33.0	54.0	37.0
ptg000029c	10101	10102	1.0	3.0	2.0	4.0
ptg000029c	10201	10202	2.0	5.0	9.0	7.0
ptg000029c	10301	10302	2.0	2.0	8.0	7.0
ptg000029c	10401	10402	0.0	0.0	0.0	0.0
ptg000029c	10501	10502	0.0	0.0	0.0	0.0
ptg000029c	10601	10602	0.0	0.0	0.0	0.0
ptg000029c	10701	10702	2.0	1.0	2.0	1.0
ptg000029c	10801	10802	0.0	1.0	0.0	1.0
ptg000029c	10901	10902	0.0	0.0	0.0	0.0
ptg000029c	11001	11002	1.0	0.0	1.0	0.0
ptg000029c	11101	11102	7.0	8.0	9.0	1.0
ptg000029c	11201	11202	1.0	0.0	2.0	0.0
ptg000029c	11301	11302	2.0	1.0	4.0	0.0
ptg000029c	11401	11402	6.0	2.0	7.0	0.0
ptg000029c	11501	11502	8.0	1.0	3.0	0.0
ptg000029c	11601	11602	3.0	0.0	4.0	0.0
ptg000029c	11701	11702	3.0	1.0	2.0	0.0
ptg000029c	11801	11802	0.0	1.0	1.0	0.0
ptg000029c	11901	11902	10.0	2.0	7.0	0.0
ptg000029c	12001	12002	11.0	5.0	10.0	0.0
ptg000029c	12101	12102	2.0	1.0	6.0	1.0
ptg000029c	12201	12202	5.0	5.0	2.0	3.0
ptg000029c	12301	12302	2.0	0.0	3.0	2.0
ptg000029c	12401	12402	2.0	0.0	2.0	0.0
ptg000029c	12501	12502	2.0	0.0	2.0	0.0
ptg000029c	12601	12602	3.0	1.0	1.0	1.0
ptg000029c	12701	12702	1.0	1.0	1.0	1.0
ptg000029c	12801	12802	0.0	0.0	0.0	3.0
ptg000029c	12901	12902	1.0	0.0	0.0	2.0
ptg000029c	13001	13002	5.0	4.0	4.0	2.0
ptg000029c	13101	13102	7.0	1.0	4.0	2.0
ptg000029c	13201	13202	5.0	3.0	2.0	0.0
ptg000029c	13301	13302	2.0	3.0	3.0	0.0
ptg000029c	13401	13402	2.0	0.0	4.0	0.0
ptg000029c	13501	13502	2.0	1.0	4.0	1.0
ptg000029c	13601	13602	1.0	0.0	1.0	0.0
ptg000029c	13701	13702	5.0	4.0	10.0	2.0
ptg000029c	13801	13802	5.0	3.0	7.0	3.0
ptg000029c	13901	13902	3.0	1.0	5.0	3.0
ptg000029c	14001	14002	0.0	0.0	1.0	0.0
ptg000029c	14101	14102	7.0	3.0	6.0	0.0
ptg000029c	14201	14202	11.0	3.0	8.0	1.0
ptg000029c	14301	14302	12.0	4.0	8.0	2.0
ptg000029c	14401	14402	6.0	5.0	9.0	3.0
ptg000029c	14501	14502	7.0	7.0	9.0	1.0
ptg000029c	14601	14602	13.0	4.0	17.0	5.0
ptg000029c	14701	14702	2.0	3.0	7.0	4.0
ptg000029c	14801	14802	1.0	1.0	1.0	1.0
ptg000029c	14901	14902	0.0	0.0	0.0	0.0
ptg000029c	15001	15002	10.0	15.0	10.0	24.0
ptg000029c	15101	15102	0.0	1.0	0.0	0.0
ptg000029c	15201	15202	0.0	3.0	2.0	0.0
ptg000029c	15301	15302	4.0	1.0	0.0	1.0
ptg000029c	15401	15402	4.0	3.0	4.0	9.0
ptg000029c	15501	15502	0.0	0.0	0.0	0.0
ptg000029c	15601	15602	6.0	2.0	3.0	3.0
ptg000029c	15701	15702	0.0	0.0	1.0	0.0
ptg000029c	15801	15802	1.0	3.0	3.0	1.0
ptg000029c	15901	15902	0.0	0.0	1.0	0.0
ptg000029c	16001	16002	0.0	0.0	0.0	0.0
ptg000029c	16101	16102	0.0	0.0	1.0	0.0
ptg000029c	16201	16202	0.0	0.0	0.0	0.0
ptg000029c	16301	16302	14.0	16.0	24.0	12.0
ptg000029c	16401	16402	0.0	0.0	0.0	0.0
ptg000029c	16501	16502	0.0	0.0	0.0	0.0
ptg000029c	16601	16602	2.0	2.0	2.0	2.0
ptg000029c	16701	16702	0.0	0.0	0.0	0.0
ptg000029c	16801	16802	2.0	4.0	5.0	3.0
ptg000029c	16901	16902	7.0	6.0	4.0	6.0
ptg000029c	17001	17002	7.0	11.0	6.0	7.0
ptg000029c	17101	17102	4.0	7.0	1.0	7.0
ptg000029c	17201	17202	8.0	14.0	10.0	18.0
ptg000029c	17301	17302	9.0	12.0	7.0	12.0
ptg000029c	17401	17402	3.0	7.0	3.0	4.0
ptg000029c	17501	17502	0.0	0.0	0.0	0.0
ptg000029c	17601	17602	0.0	0.0	0.0	0.0
