#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000069l	1	2	0.0	0.0	0.0	0.0
ptg000069l	101	102	1.0	2.0	6.0	0.0
ptg000069l	201	202	2.0	1.0	4.0	3.0
ptg000069l	301	302	9.0	6.0	7.0	14.0
ptg000069l	401	402	6.0	3.0	5.0	11.0
ptg000069l	501	502	1.0	2.0	1.0	2.0
ptg000069l	601	602	5.0	11.0	4.0	16.0
ptg000069l	701	702	8.0	15.0	10.0	20.0
ptg000069l	801	802	0.0	0.0	1.0	1.0
ptg000069l	901	902	3.0	7.0	1.0	4.0
ptg000069l	1001	1002	21.0	25.0	24.0	24.0
ptg000069l	1101	1102	22.0	25.0	28.0	41.0
ptg000069l	1201	1202	25.0	19.0	19.0	30.0
ptg000069l	1301	1302	14.0	9.0	14.0	15.0
ptg000069l	1401	1402	16.0	19.0	18.0	30.0
ptg000069l	1501	1502	63.0	56.0	58.0	80.0
ptg000069l	1601	1602	73.0	78.0	85.0	102.0
ptg000069l	1701	1702	46.0	52.0	53.0	82.0
ptg000069l	1801	1802	51.0	52.0	54.0	76.0
ptg000069l	1901	1902	60.0	60.0	67.0	81.0
ptg000069l	2001	2002	64.0	77.0	82.0	86.0
ptg000069l	2101	2102	79.0	90.0	94.0	102.0
ptg000069l	2201	2202	57.0	63.0	59.0	81.0
ptg000069l	2301	2302	25.0	38.0	40.0	44.0
ptg000069l	2401	2402	38.0	29.0	46.0	45.0
ptg000069l	2501	2502	29.0	32.0	35.0	50.0
ptg000069l	2601	2602	37.0	35.0	31.0	45.0
ptg000069l	2701	2702	67.0	63.0	68.0	80.0
ptg000069l	2801	2802	72.0	71.0	62.0	103.0
ptg000069l	2901	2902	26.0	30.0	27.0	50.0
ptg000069l	3001	3002	43.0	33.0	36.0	55.0
ptg000069l	3101	3102	67.0	55.0	61.0	95.0
ptg000069l	3201	3202	46.0	44.0	52.0	67.0
ptg000069l	3301	3302	67.0	54.0	64.0	74.0
ptg000069l	3401	3402	75.0	79.0	93.0	95.0
ptg000069l	3501	3502	59.0	55.0	68.0	74.0
ptg000069l	3601	3602	49.0	52.0	74.0	75.0
ptg000069l	3701	3702	44.0	57.0	60.0	70.0
ptg000069l	3801	3802	9.0	16.0	11.0	19.0
ptg000069l	3901	3902	13.0	17.0	13.0	21.0
ptg000069l	4001	4002	5.0	14.0	12.0	8.0
ptg000069l	4101	4102	20.0	16.0	12.0	15.0
ptg000069l	4201	4202	10.0	9.0	7.0	8.0
ptg000069l	4301	4302	12.0	12.0	10.0	15.0
ptg000069l	4401	4402	0.0	0.0	0.0	0.0
ptg000069l	4501	4502	5.0	12.0	6.0	13.0
ptg000069l	4601	4602	14.0	10.0	14.0	19.0
ptg000069l	4701	4702	1.0	4.0	2.0	2.0
ptg000069l	4801	4802	2.0	4.0	3.0	4.0
ptg000069l	4901	4902	7.0	7.0	9.0	9.0
ptg000069l	5001	5002	0.0	1.0	1.0	4.0
ptg000069l	5101	5102	5.0	5.0	6.0	3.0
ptg000069l	5201	5202	1.0	2.0	2.0	1.0
ptg000069l	5301	5302	1.0	2.0	2.0	1.0
ptg000069l	5401	5402	7.0	20.0	16.0	16.0
