#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000070l	1	2	1.0	0.0	1.0	0.0
ptg000070l	101	102	5.0	9.0	13.0	11.0
ptg000070l	201	202	2.0	2.0	3.0	3.0
ptg000070l	301	302	15.0	21.0	27.0	27.0
ptg000070l	401	402	28.0	29.0	27.0	32.0
ptg000070l	501	502	2.0	3.0	2.0	2.0
ptg000070l	601	602	25.0	28.0	22.0	43.0
ptg000070l	701	702	37.0	35.0	19.0	49.0
ptg000070l	801	802	32.0	37.0	23.0	54.0
ptg000070l	901	902	14.0	25.0	19.0	35.0
ptg000070l	1001	1002	7.0	4.0	4.0	4.0
ptg000070l	1101	1102	0.0	0.0	0.0	2.0
ptg000070l	1201	1202	8.0	8.0	9.0	6.0
ptg000070l	1301	1302	8.0	5.0	6.0	6.0
ptg000070l	1401	1402	0.0	0.0	1.0	0.0
ptg000070l	1501	1502	18.0	14.0	22.0	17.0
ptg000070l	1601	1602	22.0	17.0	30.0	25.0
ptg000070l	1701	1702	5.0	4.0	5.0	6.0
ptg000070l	1801	1802	11.0	14.0	17.0	13.0
ptg000070l	1901	1902	15.0	20.0	23.0	19.0
ptg000070l	2001	2002	2.0	3.0	3.0	3.0
ptg000070l	2101	2102	1.0	2.0	0.0	3.0
ptg000070l	2201	2202	2.0	1.0	0.0	4.0
ptg000070l	2301	2302	0.0	1.0	0.0	0.0
ptg000070l	2401	2402	2.0	7.0	3.0	2.0
ptg000070l	2501	2502	0.0	0.0	0.0	0.0
ptg000070l	2601	2602	5.0	4.0	3.0	6.0
ptg000070l	2701	2702	23.0	23.0	19.0	24.0
ptg000070l	2801	2802	17.0	19.0	30.0	16.0
ptg000070l	2901	2902	4.0	3.0	6.0	6.0
ptg000070l	3001	3002	37.0	33.0	41.0	44.0
ptg000070l	3101	3102	50.0	32.0	56.0	62.0
ptg000070l	3201	3202	30.0	24.0	46.0	39.0
ptg000070l	3301	3302	26.0	21.0	19.0	29.0
ptg000070l	3401	3402	38.0	47.0	56.0	66.0
ptg000070l	3501	3502	21.0	28.0	50.0	58.0
ptg000070l	3601	3602	12.0	11.0	12.0	17.0
ptg000070l	3701	3702	3.0	6.0	6.0	5.0
ptg000070l	3801	3802	0.0	1.0	0.0	0.0
ptg000070l	3901	3902	14.0	15.0	10.0	16.0
ptg000070l	4001	4002	22.0	37.0	37.0	52.0
ptg000070l	4101	4102	18.0	41.0	41.0	54.0
ptg000070l	4201	4202	42.0	57.0	57.0	64.0
ptg000070l	4301	4302	24.0	29.0	37.0	44.0
ptg000070l	4401	4402	21.0	15.0	18.0	30.0
ptg000070l	4501	4502	61.0	49.0	59.0	78.0
ptg000070l	4601	4602	61.0	53.0	72.0	67.0
ptg000070l	4701	4702	51.0	43.0	65.0	61.0
ptg000070l	4801	4802	84.0	71.0	75.0	78.0
ptg000070l	4901	4902	60.0	60.0	64.0	75.0
ptg000070l	5001	5002	51.0	49.0	53.0	64.0
ptg000070l	5101	5102	20.0	20.0	15.0	26.0
ptg000070l	5201	5202	15.0	14.0	17.0	21.0
ptg000070l	5301	5302	11.0	17.0	18.0	23.0
ptg000070l	5401	5402	18.0	13.0	19.0	9.0
ptg000070l	5501	5502	25.0	17.0	23.0	24.0
ptg000070l	5601	5602	10.0	3.0	7.0	7.0
ptg000070l	5701	5702	4.0	3.0	11.0	6.0
ptg000070l	5801	5802	4.0	4.0	11.0	5.0
ptg000070l	5901	5902	2.0	0.0	0.0	0.0
ptg000070l	6001	6002	13.0	13.0	16.0	22.0
ptg000070l	6101	6102	51.0	48.0	52.0	62.0
ptg000070l	6201	6202	50.0	64.0	61.0	79.0
ptg000070l	6301	6302	56.0	56.0	62.0	72.0
ptg000070l	6401	6402	53.0	56.0	71.0	79.0
ptg000070l	6501	6502	59.0	66.0	69.0	82.0
ptg000070l	6601	6602	46.0	53.0	41.0	68.0
ptg000070l	6701	6702	26.0	29.0	24.0	41.0
ptg000070l	6801	6802	14.0	28.0	17.0	27.0
ptg000070l	6901	6902	5.0	14.0	10.0	19.0
ptg000070l	7001	7002	0.0	0.0	0.0	0.0
ptg000070l	7101	7102	1.0	2.0	3.0	5.0
ptg000070l	7201	7202	11.0	14.0	9.0	20.0
ptg000070l	7301	7302	1.0	3.0	2.0	7.0
ptg000070l	7401	7402	0.0	0.0	1.0	0.0
ptg000070l	7501	7502	14.0	10.0	7.0	15.0
ptg000070l	7601	7602	24.0	21.0	19.0	24.0
ptg000070l	7701	7702	22.0	17.0	20.0	22.0
ptg000070l	7801	7802	13.0	15.0	17.0	12.0
ptg000070l	7901	7902	5.0	6.0	6.0	2.0
ptg000070l	8001	8002	16.0	24.0	20.0	21.0
ptg000070l	8101	8102	59.0	62.0	59.0	66.0
ptg000070l	8201	8202	28.0	24.0	24.0	34.0
ptg000070l	8301	8302	17.0	19.0	21.0	26.0
ptg000070l	8401	8402	49.0	57.0	47.0	79.0
ptg000070l	8501	8502	55.0	55.0	59.0	68.0
ptg000070l	8601	8602	61.0	63.0	60.0	87.0
ptg000070l	8701	8702	62.0	83.0	55.0	116.0
ptg000070l	8801	8802	41.0	40.0	45.0	65.0
ptg000070l	8901	8902	37.0	39.0	39.0	36.0
ptg000070l	9001	9002	29.0	43.0	27.0	39.0
ptg000070l	9101	9102	23.0	35.0	29.0	41.0
ptg000070l	9201	9202	40.0	46.0	45.0	51.0
ptg000070l	9301	9302	60.0	54.0	78.0	79.0
ptg000070l	9401	9402	48.0	47.0	53.0	53.0
ptg000070l	9501	9502	29.0	17.0	29.0	33.0
ptg000070l	9601	9602	29.0	30.0	44.0	59.0
ptg000070l	9701	9702	8.0	8.0	8.0	25.0
ptg000070l	9801	9802	8.0	21.0	15.0	25.0
ptg000070l	9901	9902	52.0	47.0	52.0	75.0
ptg000070l	10001	10002	44.0	52.0	56.0	73.0
ptg000070l	10101	10102	38.0	41.0	39.0	57.0
ptg000070l	10201	10202	51.0	54.0	60.0	63.0
ptg000070l	10301	10302	28.0	32.0	34.0	23.0
ptg000070l	10401	10402	14.0	13.0	8.0	13.0
ptg000070l	10501	10502	16.0	12.0	16.0	10.0
ptg000070l	10601	10602	7.0	9.0	14.0	13.0
ptg000070l	10701	10702	4.0	11.0	15.0	12.0
ptg000070l	10801	10802	8.0	17.0	17.0	12.0
ptg000070l	10901	10902	9.0	13.0	13.0	7.0
ptg000070l	11001	11002	0.0	4.0	0.0	4.0
ptg000070l	11101	11102	3.0	4.0	0.0	4.0
ptg000070l	11201	11202	0.0	0.0	0.0	0.0
ptg000070l	11301	11302	0.0	2.0	1.0	0.0
ptg000070l	11401	11402	3.0	5.0	3.0	5.0
ptg000070l	11501	11502	0.0	0.0	0.0	0.0
ptg000070l	11601	11602	4.0	6.0	2.0	6.0
ptg000070l	11701	11702	4.0	5.0	2.0	6.0
ptg000070l	11801	11802	1.0	3.0	0.0	4.0
ptg000070l	11901	11902	4.0	2.0	0.0	5.0
ptg000070l	12001	12002	37.0	29.0	20.0	31.0
ptg000070l	12101	12102	39.0	57.0	48.0	73.0
ptg000070l	12201	12202	48.0	67.0	64.0	76.0
ptg000070l	12301	12302	39.0	55.0	58.0	73.0
ptg000070l	12401	12402	44.0	65.0	64.0	86.0
ptg000070l	12501	12502	59.0	91.0	65.0	95.0
ptg000070l	12601	12602	55.0	89.0	64.0	90.0
ptg000070l	12701	12702	52.0	96.0	56.0	108.0
ptg000070l	12801	12802	45.0	77.0	65.0	93.0
ptg000070l	12901	12902	41.0	78.0	59.0	89.0
ptg000070l	13001	13002	37.0	63.0	52.0	72.0
ptg000070l	13101	13102	31.0	48.0	40.0	65.0
ptg000070l	13201	13202	15.0	18.0	11.0	14.0
