#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000076l	1	2	0.0	0.0	0.0	0.0
ptg000076l	101	102	1.0	0.0	2.0	1.0
ptg000076l	201	202	5.0	8.0	4.0	5.0
ptg000076l	301	302	3.0	6.0	1.0	2.0
ptg000076l	401	402	0.0	0.0	0.0	0.0
ptg000076l	501	502	2.0	6.0	3.0	2.0
ptg000076l	601	602	26.0	35.0	32.0	38.0
ptg000076l	701	702	43.0	52.0	49.0	65.0
ptg000076l	801	802	51.0	53.0	65.0	77.0
ptg000076l	901	902	54.0	60.0	65.0	84.0
ptg000076l	1001	1002	67.0	70.0	63.0	114.0
ptg000076l	1101	1102	52.0	95.0	87.0	133.0
ptg000076l	1201	1202	53.0	94.0	84.0	112.0
ptg000076l	1301	1302	51.0	72.0	98.0	107.0
ptg000076l	1401	1402	60.0	85.0	62.0	108.0
ptg000076l	1501	1502	63.0	65.0	54.0	102.0
ptg000076l	1601	1602	52.0	61.0	57.0	93.0
ptg000076l	1701	1702	43.0	52.0	57.0	73.0
ptg000076l	1801	1802	11.0	15.0	14.0	21.0
ptg000076l	1901	1902	6.0	3.0	11.0	7.0
ptg000076l	2001	2002	26.0	22.0	40.0	45.0
ptg000076l	2101	2102	49.0	43.0	49.0	63.0
ptg000076l	2201	2202	61.0	55.0	75.0	70.0
ptg000076l	2301	2302	52.0	58.0	78.0	62.0
ptg000076l	2401	2402	15.0	22.0	20.0	26.0
ptg000076l	2501	2502	52.0	50.0	56.0	80.0
ptg000076l	2601	2602	63.0	82.0	78.0	90.0
ptg000076l	2701	2702	60.0	75.0	66.0	110.0
ptg000076l	2801	2802	70.0	71.0	78.0	109.0
ptg000076l	2901	2902	72.0	82.0	76.0	106.0
ptg000076l	3001	3002	58.0	80.0	73.0	103.0
ptg000076l	3101	3102	69.0	76.0	71.0	100.0
ptg000076l	3201	3202	64.0	83.0	78.0	93.0
ptg000076l	3301	3302	60.0	78.0	80.0	92.0
ptg000076l	3401	3402	59.0	77.0	77.0	107.0
ptg000076l	3501	3502	59.0	82.0	69.0	102.0
ptg000076l	3601	3602	58.0	78.0	71.0	108.0
ptg000076l	3701	3702	75.0	86.0	74.0	109.0
ptg000076l	3801	3802	81.0	85.0	72.0	126.0
ptg000076l	3901	3902	73.0	99.0	86.0	92.0
ptg000076l	4001	4002	84.0	100.0	77.0	115.0
ptg000076l	4101	4102	65.0	74.0	56.0	104.0
ptg000076l	4201	4202	59.0	64.0	62.0	97.0
ptg000076l	4301	4302	75.0	55.0	86.0	104.0
ptg000076l	4401	4402	57.0	61.0	84.0	83.0
ptg000076l	4501	4502	56.0	69.0	65.0	66.0
ptg000076l	4601	4602	50.0	76.0	67.0	67.0
ptg000076l	4701	4702	57.0	72.0	68.0	69.0
ptg000076l	4801	4802	39.0	51.0	45.0	50.0
ptg000076l	4901	4902	36.0	63.0	40.0	47.0
ptg000076l	5001	5002	15.0	22.0	22.0	24.0
ptg000076l	5101	5102	10.0	15.0	17.0	12.0
ptg000076l	5201	5202	10.0	15.0	17.0	12.0
ptg000076l	5301	5302	3.0	3.0	3.0	5.0
ptg000076l	5401	5402	22.0	10.0	15.0	27.0
ptg000076l	5501	5502	37.0	28.0	25.0	49.0
ptg000076l	5601	5602	24.0	21.0	26.0	44.0
ptg000076l	5701	5702	34.0	22.0	31.0	47.0
ptg000076l	5801	5802	46.0	43.0	47.0	72.0
ptg000076l	5901	5902	26.0	24.0	27.0	50.0
ptg000076l	6001	6002	3.0	2.0	0.0	12.0
ptg000076l	6101	6102	0.0	0.0	1.0	0.0
ptg000076l	6201	6202	7.0	5.0	5.0	3.0
ptg000076l	6301	6302	7.0	9.0	15.0	15.0
ptg000076l	6401	6402	3.0	5.0	7.0	5.0
ptg000076l	6501	6502	14.0	20.0	27.0	33.0
ptg000076l	6601	6602	24.0	32.0	43.0	45.0
ptg000076l	6701	6702	27.0	35.0	38.0	35.0
ptg000076l	6801	6802	0.0	1.0	2.0	4.0
ptg000076l	6901	6902	34.0	30.0	41.0	34.0
ptg000076l	7001	7002	51.0	53.0	57.0	44.0
ptg000076l	7101	7102	37.0	45.0	41.0	31.0
ptg000076l	7201	7202	25.0	30.0	35.0	37.0
ptg000076l	7301	7302	38.0	56.0	64.0	61.0
ptg000076l	7401	7402	29.0	44.0	48.0	48.0
ptg000076l	7501	7502	25.0	17.0	16.0	22.0
ptg000076l	7601	7602	10.0	10.0	10.0	14.0
ptg000076l	7701	7702	0.0	0.0	0.0	0.0
ptg000076l	7801	7802	4.0	2.0	10.0	11.0
ptg000076l	7901	7902	27.0	29.0	36.0	40.0
ptg000076l	8001	8002	33.0	44.0	37.0	56.0
ptg000076l	8101	8102	44.0	44.0	45.0	63.0
ptg000076l	8201	8202	29.0	42.0	31.0	49.0
ptg000076l	8301	8302	4.0	9.0	10.0	7.0
ptg000076l	8401	8402	44.0	41.0	38.0	52.0
ptg000076l	8501	8502	58.0	41.0	49.0	83.0
ptg000076l	8601	8602	59.0	28.0	46.0	91.0
ptg000076l	8701	8702	58.0	46.0	47.0	91.0
ptg000076l	8801	8802	74.0	67.0	57.0	100.0
ptg000076l	8901	8902	64.0	57.0	55.0	106.0
ptg000076l	9001	9002	50.0	55.0	49.0	91.0
ptg000076l	9101	9102	54.0	50.0	56.0	87.0
ptg000076l	9201	9202	41.0	29.0	40.0	80.0
ptg000076l	9301	9302	16.0	5.0	12.0	16.0
ptg000076l	9401	9402	35.0	32.0	46.0	52.0
ptg000076l	9501	9502	48.0	30.0	59.0	70.0
ptg000076l	9601	9602	46.0	42.0	64.0	63.0
ptg000076l	9701	9702	34.0	29.0	41.0	52.0
ptg000076l	9801	9802	31.0	36.0	42.0	53.0
ptg000076l	9901	9902	54.0	65.0	70.0	84.0
ptg000076l	10001	10002	64.0	100.0	72.0	101.0
ptg000076l	10101	10102	75.0	76.0	82.0	108.0
ptg000076l	10201	10202	77.0	76.0	74.0	118.0
ptg000076l	10301	10302	57.0	77.0	81.0	110.0
ptg000076l	10401	10402	68.0	67.0	80.0	94.0
ptg000076l	10501	10502	49.0	60.0	56.0	58.0
ptg000076l	10601	10602	28.0	41.0	46.0	39.0
ptg000076l	10701	10702	23.0	30.0	32.0	26.0
ptg000076l	10801	10802	28.0	36.0	23.0	34.0
ptg000076l	10901	10902	12.0	13.0	10.0	15.0
ptg000076l	11001	11002	4.0	3.0	8.0	7.0
ptg000076l	11101	11102	19.0	17.0	21.0	26.0
ptg000076l	11201	11202	14.0	13.0	14.0	17.0
ptg000076l	11301	11302	1.0	0.0	0.0	0.0
ptg000076l	11401	11402	5.0	16.0	6.0	9.0
ptg000076l	11501	11502	16.0	32.0	16.0	23.0
ptg000076l	11601	11602	25.0	30.0	23.0	22.0
ptg000076l	11701	11702	15.0	25.0	17.0	17.0
ptg000076l	11801	11802	6.0	25.0	19.0	9.0
ptg000076l	11901	11902	21.0	23.0	33.0	19.0
ptg000076l	12001	12002	56.0	49.0	87.0	79.0
ptg000076l	12101	12102	66.0	69.0	96.0	100.0
ptg000076l	12201	12202	48.0	42.0	70.0	84.0
ptg000076l	12301	12302	62.0	54.0	73.0	106.0
ptg000076l	12401	12402	53.0	55.0	80.0	80.0
ptg000076l	12501	12502	50.0	75.0	79.0	68.0
ptg000076l	12601	12602	60.0	76.0	72.0	92.0
ptg000076l	12701	12702	44.0	54.0	52.0	75.0
ptg000076l	12801	12802	16.0	14.0	15.0	17.0
ptg000076l	12901	12902	5.0	10.0	13.0	9.0
ptg000076l	13001	13002	19.0	28.0	33.0	36.0
ptg000076l	13101	13102	31.0	45.0	37.0	51.0
ptg000076l	13201	13202	53.0	78.0	60.0	96.0
ptg000076l	13301	13302	58.0	69.0	74.0	72.0
ptg000076l	13401	13402	28.0	27.0	34.0	28.0
ptg000076l	13501	13502	53.0	45.0	56.0	64.0
ptg000076l	13601	13602	54.0	62.0	59.0	74.0
ptg000076l	13701	13702	35.0	39.0	61.0	68.0
ptg000076l	13801	13802	49.0	70.0	71.0	71.0
ptg000076l	13901	13902	88.0	72.0	76.0	74.0
ptg000076l	14001	14002	51.0	40.0	48.0	61.0
ptg000076l	14101	14102	61.0	51.0	47.0	62.0
ptg000076l	14201	14202	54.0	33.0	30.0	36.0
ptg000076l	14301	14302	15.0	8.0	11.0	12.0
ptg000076l	14401	14402	11.0	18.0	12.0	17.0
ptg000076l	14501	14502	5.0	11.0	7.0	6.0
ptg000076l	14601	14602	15.0	18.0	10.0	12.0
ptg000076l	14701	14702	15.0	24.0	13.0	17.0
ptg000076l	14801	14802	10.0	23.0	9.0	15.0
ptg000076l	14901	14902	1.0	0.0	0.0	1.0
ptg000076l	15001	15002	7.0	14.0	6.0	13.0
ptg000076l	15101	15102	13.0	21.0	11.0	16.0
ptg000076l	15201	15202	0.0	2.0	0.0	0.0
ptg000076l	15301	15302	6.0	8.0	2.0	4.0
ptg000076l	15401	15402	5.0	7.0	6.0	9.0
ptg000076l	15501	15502	5.0	3.0	2.0	3.0
ptg000076l	15601	15602	6.0	5.0	3.0	3.0
ptg000076l	15701	15702	1.0	1.0	0.0	3.0
ptg000076l	15801	15802	0.0	1.0	0.0	3.0
ptg000076l	15901	15902	27.0	14.0	32.0	26.0
ptg000076l	16001	16002	40.0	25.0	51.0	52.0
ptg000076l	16101	16102	47.0	39.0	54.0	75.0
ptg000076l	16201	16202	42.0	41.0	60.0	68.0
ptg000076l	16301	16302	46.0	57.0	58.0	91.0
ptg000076l	16401	16402	77.0	66.0	72.0	116.0
