#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000053l	1	2	0.0	0.0	0.0	0.0
ptg000053l	101	102	1.0	0.0	0.0	0.0
ptg000053l	201	202	2.0	1.0	1.0	0.0
ptg000053l	301	302	12.0	5.0	11.0	8.0
ptg000053l	401	402	0.0	0.0	0.0	0.0
ptg000053l	501	502	8.0	5.0	5.0	12.0
ptg000053l	601	602	15.0	7.0	6.0	16.0
ptg000053l	701	702	5.0	1.0	4.0	3.0
ptg000053l	801	802	0.0	1.0	0.0	0.0
ptg000053l	901	902	0.0	0.0	0.0	0.0
ptg000053l	1001	1002	5.0	5.0	7.0	8.0
ptg000053l	1101	1102	8.0	6.0	5.0	8.0
ptg000053l	1201	1202	3.0	10.0	0.0	15.0
ptg000053l	1301	1302	4.0	12.0	0.0	21.0
ptg000053l	1401	1402	10.0	16.0	9.0	16.0
ptg000053l	1501	1502	1.0	19.0	0.0	11.0
ptg000053l	1601	1602	0.0	4.0	0.0	3.0
ptg000053l	1701	1702	0.0	0.0	0.0	0.0
ptg000053l	1801	1802	1.0	2.0	0.0	0.0
ptg000053l	1901	1902	3.0	4.0	1.0	4.0
ptg000053l	2001	2002	0.0	0.0	0.0	0.0
ptg000053l	2101	2102	4.0	7.0	8.0	10.0
ptg000053l	2201	2202	0.0	0.0	1.0	1.0
ptg000053l	2301	2302	0.0	2.0	0.0	0.0
ptg000053l	2401	2402	3.0	0.0	2.0	0.0
ptg000053l	2501	2502	7.0	3.0	8.0	1.0
ptg000053l	2601	2602	3.0	6.0	5.0	1.0
ptg000053l	2701	2702	1.0	1.0	0.0	2.0
ptg000053l	2801	2802	4.0	5.0	1.0	9.0
ptg000053l	2901	2902	12.0	19.0	21.0	14.0
ptg000053l	3001	3002	4.0	8.0	3.0	7.0
ptg000053l	3101	3102	3.0	3.0	3.0	8.0
ptg000053l	3201	3202	0.0	0.0	0.0	0.0
ptg000053l	3301	3302	0.0	0.0	0.0	0.0
ptg000053l	3401	3402	0.0	0.0	0.0	0.0
ptg000053l	3501	3502	2.0	1.0	0.0	4.0
ptg000053l	3601	3602	0.0	0.0	0.0	0.0
ptg000053l	3701	3702	0.0	1.0	0.0	1.0
ptg000053l	3801	3802	1.0	0.0	1.0	0.0
ptg000053l	3901	3902	1.0	4.0	1.0	5.0
ptg000053l	4001	4002	12.0	13.0	10.0	12.0
ptg000053l	4101	4102	3.0	3.0	8.0	4.0
ptg000053l	4201	4202	17.0	21.0	28.0	21.0
ptg000053l	4301	4302	9.0	10.0	16.0	7.0
ptg000053l	4401	4402	4.0	0.0	6.0	1.0
ptg000053l	4501	4502	1.0	3.0	3.0	4.0
ptg000053l	4601	4602	1.0	3.0	3.0	0.0
ptg000053l	4701	4702	13.0	5.0	15.0	9.0
ptg000053l	4801	4802	13.0	15.0	19.0	15.0
ptg000053l	4901	4902	7.0	10.0	3.0	13.0
ptg000053l	5001	5002	4.0	2.0	4.0	6.0
ptg000053l	5101	5102	0.0	0.0	0.0	0.0
ptg000053l	5201	5202	0.0	0.0	0.0	0.0
ptg000053l	5301	5302	0.0	0.0	0.0	0.0
ptg000053l	5401	5402	0.0	0.0	0.0	0.0
ptg000053l	5501	5502	0.0	0.0	0.0	0.0
ptg000053l	5601	5602	0.0	1.0	0.0	0.0
ptg000053l	5701	5702	1.0	3.0	1.0	2.0
ptg000053l	5801	5802	0.0	0.0	0.0	0.0
ptg000053l	5901	5902	4.0	7.0	6.0	7.0
ptg000053l	6001	6002	2.0	1.0	0.0	1.0
ptg000053l	6101	6102	9.0	8.0	6.0	11.0
ptg000053l	6201	6202	6.0	8.0	3.0	9.0
ptg000053l	6301	6302	1.0	3.0	3.0	1.0
ptg000053l	6401	6402	3.0	5.0	1.0	7.0
ptg000053l	6501	6502	0.0	3.0	3.0	1.0
ptg000053l	6601	6602	4.0	2.0	3.0	2.0
ptg000053l	6701	6702	0.0	0.0	0.0	0.0
ptg000053l	6801	6802	1.0	1.0	1.0	4.0
ptg000053l	6901	6902	4.0	4.0	2.0	8.0
ptg000053l	7001	7002	6.0	2.0	3.0	6.0
ptg000053l	7101	7102	0.0	0.0	0.0	0.0
ptg000053l	7201	7202	0.0	0.0	0.0	0.0
ptg000053l	7301	7302	0.0	0.0	0.0	0.0
ptg000053l	7401	7402	0.0	2.0	2.0	0.0
ptg000053l	7501	7502	0.0	0.0	0.0	0.0
ptg000053l	7601	7602	0.0	1.0	0.0	1.0
ptg000053l	7701	7702	0.0	2.0	2.0	5.0
ptg000053l	7801	7802	0.0	0.0	0.0	0.0
ptg000053l	7901	7902	4.0	15.0	6.0	3.0
ptg000053l	8001	8002	1.0	11.0	3.0	2.0
ptg000053l	8101	8102	4.0	16.0	7.0	16.0
ptg000053l	8201	8202	8.0	22.0	11.0	18.0
ptg000053l	8301	8302	3.0	0.0	3.0	1.0
ptg000053l	8401	8402	2.0	2.0	2.0	3.0
ptg000053l	8501	8502	21.0	14.0	19.0	15.0
ptg000053l	8601	8602	52.0	37.0	41.0	34.0
ptg000053l	8701	8702	58.0	47.0	44.0	41.0
ptg000053l	8801	8802	6.0	2.0	2.0	6.0
ptg000053l	8901	8902	55.0	44.0	61.0	36.0
ptg000053l	9001	9002	60.0	56.0	50.0	43.0
ptg000053l	9101	9102	0.0	3.0	0.0	1.0
ptg000053l	9201	9202	0.0	2.0	0.0	0.0
ptg000053l	9301	9302	22.0	22.0	24.0	16.0
ptg000053l	9401	9402	41.0	32.0	38.0	34.0
