#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000058l	1	2	1.0	0.0	2.0	3.0
ptg000058l	101	102	4.0	7.0	6.0	7.0
ptg000058l	201	202	9.0	4.0	1.0	9.0
ptg000058l	301	302	49.0	48.0	64.0	74.0
ptg000058l	401	402	22.0	38.0	20.0	30.0
ptg000058l	501	502	60.0	66.0	69.0	81.0
ptg000058l	601	602	50.0	62.0	59.0	69.0
ptg000058l	701	702	14.0	24.0	20.0	28.0
ptg000058l	801	802	29.0	41.0	35.0	41.0
ptg000058l	901	902	47.0	54.0	50.0	67.0
ptg000058l	1001	1002	46.0	49.0	49.0	75.0
ptg000058l	1101	1102	39.0	45.0	45.0	56.0
ptg000058l	1201	1202	37.0	13.0	30.0	20.0
ptg000058l	1301	1302	20.0	7.0	15.0	8.0
ptg000058l	1401	1402	11.0	13.0	15.0	19.0
ptg000058l	1501	1502	0.0	0.0	0.0	0.0
ptg000058l	1601	1602	0.0	0.0	0.0	0.0
ptg000058l	1701	1702	3.0	1.0	7.0	8.0
ptg000058l	1801	1802	3.0	2.0	3.0	9.0
ptg000058l	1901	1902	1.0	0.0	1.0	0.0
ptg000058l	2001	2002	1.0	3.0	2.0	5.0
ptg000058l	2101	2102	0.0	1.0	1.0	3.0
ptg000058l	2201	2202	2.0	1.0	2.0	4.0
ptg000058l	2301	2302	0.0	0.0	0.0	1.0
ptg000058l	2401	2402	0.0	0.0	0.0	1.0
ptg000058l	2501	2502	0.0	4.0	7.0	3.0
ptg000058l	2601	2602	12.0	15.0	14.0	20.0
ptg000058l	2701	2702	12.0	11.0	21.0	21.0
ptg000058l	2801	2802	39.0	45.0	57.0	50.0
ptg000058l	2901	2902	44.0	47.0	67.0	57.0
ptg000058l	3001	3002	34.0	42.0	38.0	33.0
ptg000058l	3101	3102	7.0	17.0	14.0	9.0
ptg000058l	3201	3202	22.0	29.0	21.0	22.0
ptg000058l	3301	3302	29.0	30.0	29.0	32.0
ptg000058l	3401	3402	4.0	4.0	5.0	7.0
ptg000058l	3501	3502	1.0	2.0	1.0	0.0
ptg000058l	3601	3602	14.0	21.0	23.0	28.0
ptg000058l	3701	3702	27.0	31.0	24.0	42.0
ptg000058l	3801	3802	5.0	12.0	3.0	14.0
ptg000058l	3901	3902	16.0	18.0	20.0	31.0
ptg000058l	4001	4002	30.0	41.0	47.0	64.0
ptg000058l	4101	4102	18.0	38.0	47.0	48.0
ptg000058l	4201	4202	16.0	18.0	35.0	40.0
ptg000058l	4301	4302	41.0	31.0	44.0	77.0
ptg000058l	4401	4402	37.0	41.0	32.0	78.0
ptg000058l	4501	4502	15.0	24.0	16.0	41.0
ptg000058l	4601	4602	13.0	9.0	11.0	16.0
ptg000058l	4701	4702	0.0	0.0	0.0	0.0
ptg000058l	4801	4802	0.0	0.0	1.0	0.0
ptg000058l	4901	4902	25.0	24.0	33.0	41.0
ptg000058l	5001	5002	30.0	42.0	35.0	54.0
ptg000058l	5101	5102	41.0	33.0	39.0	75.0
ptg000058l	5201	5202	34.0	35.0	42.0	51.0
ptg000058l	5301	5302	8.0	8.0	6.0	8.0
ptg000058l	5401	5402	32.0	36.0	31.0	62.0
ptg000058l	5501	5502	57.0	65.0	66.0	87.0
ptg000058l	5601	5602	71.0	58.0	64.0	75.0
ptg000058l	5701	5702	68.0	51.0	59.0	95.0
ptg000058l	5801	5802	76.0	70.0	80.0	118.0
ptg000058l	5901	5902	55.0	63.0	79.0	98.0
ptg000058l	6001	6002	39.0	61.0	67.0	78.0
ptg000058l	6101	6102	39.0	51.0	62.0	83.0
ptg000058l	6201	6202	40.0	39.0	53.0	84.0
ptg000058l	6301	6302	9.0	6.0	10.0	10.0
ptg000058l	6401	6402	22.0	34.0	39.0	44.0
ptg000058l	6501	6502	28.0	50.0	45.0	70.0
ptg000058l	6601	6602	34.0	55.0	45.0	74.0
ptg000058l	6701	6702	21.0	42.0	38.0	59.0
ptg000058l	6801	6802	37.0	44.0	27.0	54.0
ptg000058l	6901	6902	69.0	69.0	68.0	93.0
ptg000058l	7001	7002	67.0	86.0	81.0	110.0
ptg000058l	7101	7102	72.0	87.0	82.0	119.0
ptg000058l	7201	7202	66.0	65.0	57.0	103.0
ptg000058l	7301	7302	69.0	75.0	82.0	92.0
ptg000058l	7401	7402	67.0	98.0	96.0	103.0
ptg000058l	7501	7502	56.0	78.0	55.0	83.0
ptg000058l	7601	7602	44.0	49.0	41.0	57.0
ptg000058l	7701	7702	22.0	24.0	35.0	27.0
ptg000058l	7801	7802	19.0	26.0	23.0	39.0
ptg000058l	7901	7902	15.0	18.0	14.0	24.0
ptg000058l	8001	8002	4.0	5.0	9.0	9.0
ptg000058l	8101	8102	19.0	5.0	13.0	19.0
ptg000058l	8201	8202	18.0	3.0	15.0	17.0
ptg000058l	8301	8302	0.0	0.0	1.0	0.0
ptg000058l	8401	8402	1.0	2.0	4.0	0.0
ptg000058l	8501	8502	20.0	10.0	14.0	15.0
ptg000058l	8601	8602	29.0	14.0	28.0	29.0
ptg000058l	8701	8702	19.0	14.0	30.0	29.0
ptg000058l	8801	8802	9.0	11.0	15.0	16.0
ptg000058l	8901	8902	11.0	9.0	16.0	10.0
ptg000058l	9001	9002	49.0	53.0	53.0	56.0
ptg000058l	9101	9102	80.0	88.0	65.0	82.0
ptg000058l	9201	9202	55.0	68.0	46.0	62.0
ptg000058l	9301	9302	56.0	50.0	51.0	89.0
ptg000058l	9401	9402	59.0	77.0	58.0	78.0
ptg000058l	9501	9502	72.0	67.0	60.0	98.0
ptg000058l	9601	9602	70.0	85.0	69.0	126.0
ptg000058l	9701	9702	60.0	65.0	66.0	91.0
ptg000058l	9801	9802	40.0	34.0	31.0	49.0
ptg000058l	9901	9902	31.0	36.0	39.0	45.0
ptg000058l	10001	10002	26.0	45.0	38.0	49.0
ptg000058l	10101	10102	23.0	46.0	41.0	49.0
ptg000058l	10201	10202	52.0	64.0	71.0	95.0
ptg000058l	10301	10302	57.0	65.0	94.0	97.0
ptg000058l	10401	10402	33.0	24.0	49.0	34.0
ptg000058l	10501	10502	43.0	39.0	40.0	54.0
ptg000058l	10601	10602	55.0	68.0	76.0	84.0
ptg000058l	10701	10702	48.0	53.0	58.0	70.0
ptg000058l	10801	10802	53.0	46.0	67.0	75.0
ptg000058l	10901	10902	69.0	69.0	99.0	109.0
ptg000058l	11001	11002	47.0	59.0	78.0	82.0
ptg000058l	11101	11102	46.0	43.0	45.0	76.0
ptg000058l	11201	11202	44.0	32.0	44.0	86.0
ptg000058l	11301	11302	15.0	14.0	12.0	29.0
