#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000077l	1	2	0.0	0.0	0.0	0.0
ptg000077l	101	102	3.0	3.0	3.0	3.0
ptg000077l	201	202	1.0	1.0	0.0	1.0
ptg000077l	301	302	0.0	0.0	0.0	0.0
ptg000077l	401	402	6.0	9.0	5.0	6.0
ptg000077l	501	502	4.0	6.0	3.0	3.0
ptg000077l	601	602	12.0	11.0	7.0	11.0
ptg000077l	701	702	45.0	42.0	54.0	55.0
ptg000077l	801	802	49.0	28.0	53.0	51.0
ptg000077l	901	902	0.0	6.0	4.0	4.0
ptg000077l	1001	1002	22.0	32.0	25.0	30.0
ptg000077l	1101	1102	48.0	47.0	50.0	58.0
ptg000077l	1201	1202	14.0	11.0	12.0	11.0
ptg000077l	1301	1302	15.0	12.0	13.0	28.0
ptg000077l	1401	1402	38.0	50.0	37.0	46.0
ptg000077l	1501	1502	31.0	47.0	41.0	50.0
ptg000077l	1601	1602	39.0	44.0	48.0	58.0
ptg000077l	1701	1702	26.0	35.0	30.0	41.0
ptg000077l	1801	1802	40.0	47.0	52.0	53.0
ptg000077l	1901	1902	59.0	63.0	75.0	69.0
ptg000077l	2001	2002	53.0	55.0	84.0	84.0
ptg000077l	2101	2102	64.0	70.0	82.0	99.0
ptg000077l	2201	2202	66.0	63.0	78.0	74.0
ptg000077l	2301	2302	56.0	58.0	66.0	71.0
ptg000077l	2401	2402	57.0	57.0	60.0	75.0
ptg000077l	2501	2502	21.0	24.0	21.0	26.0
ptg000077l	2601	2602	11.0	5.0	11.0	10.0
ptg000077l	2701	2702	10.0	6.0	12.0	14.0
ptg000077l	2801	2802	1.0	2.0	2.0	1.0
ptg000077l	2901	2902	3.0	3.0	6.0	6.0
ptg000077l	3001	3002	2.0	2.0	4.0	2.0
ptg000077l	3101	3102	6.0	3.0	8.0	7.0
ptg000077l	3201	3202	2.0	2.0	2.0	0.0
ptg000077l	3301	3302	0.0	1.0	0.0	0.0
ptg000077l	3401	3402	0.0	0.0	0.0	3.0
ptg000077l	3501	3502	0.0	2.0	0.0	2.0
ptg000077l	3601	3602	0.0	2.0	4.0	1.0
ptg000077l	3701	3702	3.0	4.0	5.0	7.0
ptg000077l	3801	3802	5.0	8.0	9.0	12.0
ptg000077l	3901	3902	24.0	21.0	15.0	31.0
ptg000077l	4001	4002	57.0	65.0	52.0	78.0
ptg000077l	4101	4102	53.0	61.0	66.0	68.0
ptg000077l	4201	4202	43.0	35.0	61.0	48.0
ptg000077l	4301	4302	50.0	49.0	63.0	60.0
ptg000077l	4401	4402	52.0	57.0	47.0	52.0
ptg000077l	4501	4502	21.0	15.0	20.0	21.0
ptg000077l	4601	4602	15.0	21.0	13.0	22.0
ptg000077l	4701	4702	22.0	29.0	35.0	45.0
ptg000077l	4801	4802	19.0	27.0	29.0	32.0
ptg000077l	4901	4902	28.0	23.0	29.0	38.0
ptg000077l	5001	5002	25.0	25.0	21.0	27.0
ptg000077l	5101	5102	34.0	33.0	38.0	47.0
ptg000077l	5201	5202	55.0	47.0	48.0	80.0
ptg000077l	5301	5302	32.0	39.0	41.0	46.0
ptg000077l	5401	5402	17.0	26.0	20.0	27.0
ptg000077l	5501	5502	18.0	21.0	12.0	20.0
ptg000077l	5601	5602	0.0	0.0	0.0	1.0
ptg000077l	5701	5702	1.0	2.0	1.0	1.0
ptg000077l	5801	5802	35.0	32.0	31.0	37.0
ptg000077l	5901	5902	35.0	51.0	29.0	52.0
ptg000077l	6001	6002	16.0	22.0	19.0	23.0
ptg000077l	6101	6102	3.0	2.0	4.0	6.0
ptg000077l	6201	6202	4.0	9.0	15.0	13.0
ptg000077l	6301	6302	4.0	10.0	15.0	10.0
ptg000077l	6401	6402	6.0	12.0	8.0	9.0
ptg000077l	6501	6502	9.0	6.0	11.0	7.0
ptg000077l	6601	6602	9.0	15.0	10.0	11.0
ptg000077l	6701	6702	10.0	16.0	14.0	24.0
ptg000077l	6801	6802	9.0	10.0	10.0	16.0
ptg000077l	6901	6902	3.0	2.0	5.0	5.0
ptg000077l	7001	7002	12.0	13.0	20.0	15.0
ptg000077l	7101	7102	10.0	12.0	13.0	10.0
ptg000077l	7201	7202	0.0	1.0	0.0	1.0
ptg000077l	7301	7302	3.0	8.0	2.0	8.0
ptg000077l	7401	7402	0.0	0.0	0.0	0.0
ptg000077l	7501	7502	2.0	7.0	9.0	7.0
ptg000077l	7601	7602	1.0	5.0	7.0	7.0
ptg000077l	7701	7702	0.0	2.0	2.0	0.0
ptg000077l	7801	7802	5.0	3.0	2.0	2.0
ptg000077l	7901	7902	34.0	34.0	25.0	33.0
ptg000077l	8001	8002	57.0	54.0	45.0	54.0
ptg000077l	8101	8102	69.0	70.0	59.0	78.0
ptg000077l	8201	8202	73.0	79.0	64.0	80.0
ptg000077l	8301	8302	74.0	78.0	77.0	85.0
ptg000077l	8401	8402	64.0	78.0	85.0	98.0
ptg000077l	8501	8502	63.0	81.0	88.0	104.0
ptg000077l	8601	8602	67.0	77.0	74.0	112.0
ptg000077l	8701	8702	63.0	78.0	74.0	115.0
ptg000077l	8801	8802	59.0	93.0	74.0	91.0
ptg000077l	8901	8902	42.0	70.0	64.0	73.0
ptg000077l	9001	9002	54.0	58.0	60.0	64.0
ptg000077l	9101	9102	16.0	14.0	24.0	21.0
ptg000077l	9201	9202	11.0	6.0	5.0	10.0
ptg000077l	9301	9302	35.0	27.0	30.0	58.0
ptg000077l	9401	9402	45.0	37.0	50.0	70.0
ptg000077l	9501	9502	57.0	49.0	51.0	88.0
ptg000077l	9601	9602	56.0	65.0	51.0	83.0
ptg000077l	9701	9702	19.0	23.0	22.0	38.0
ptg000077l	9801	9802	37.0	48.0	40.0	72.0
ptg000077l	9901	9902	59.0	71.0	80.0	119.0
ptg000077l	10001	10002	51.0	63.0	72.0	111.0
ptg000077l	10101	10102	58.0	80.0	73.0	96.0
ptg000077l	10201	10202	71.0	93.0	84.0	103.0
ptg000077l	10301	10302	70.0	74.0	89.0	116.0
ptg000077l	10401	10402	63.0	67.0	87.0	113.0
ptg000077l	10501	10502	72.0	76.0	95.0	105.0
ptg000077l	10601	10602	83.0	92.0	80.0	101.0
ptg000077l	10701	10702	73.0	77.0	82.0	113.0
ptg000077l	10801	10802	65.0	70.0	68.0	95.0
ptg000077l	10901	10902	73.0	59.0	64.0	107.0
ptg000077l	11001	11002	63.0	65.0	73.0	114.0
ptg000077l	11101	11102	67.0	95.0	68.0	113.0
ptg000077l	11201	11202	67.0	79.0	52.0	104.0
ptg000077l	11301	11302	68.0	71.0	77.0	121.0
ptg000077l	11401	11402	47.0	71.0	66.0	105.0
ptg000077l	11501	11502	43.0	59.0	52.0	75.0
ptg000077l	11601	11602	70.0	69.0	70.0	80.0
ptg000077l	11701	11702	58.0	60.0	57.0	86.0
ptg000077l	11801	11802	53.0	65.0	59.0	84.0
ptg000077l	11901	11902	47.0	59.0	59.0	73.0
ptg000077l	12001	12002	47.0	53.0	48.0	78.0
ptg000077l	12101	12102	37.0	36.0	34.0	53.0
ptg000077l	12201	12202	45.0	26.0	44.0	66.0
ptg000077l	12301	12302	22.0	16.0	19.0	30.0
ptg000077l	12401	12402	1.0	1.0	0.0	1.0
ptg000077l	12501	12502	2.0	2.0	3.0	2.0
ptg000077l	12601	12602	1.0	0.0	4.0	1.0
ptg000077l	12701	12702	10.0	13.0	10.0	10.0
ptg000077l	12801	12802	32.0	34.0	30.0	48.0
ptg000077l	12901	12902	27.0	27.0	34.0	34.0
ptg000077l	13001	13002	24.0	34.0	35.0	41.0
ptg000077l	13101	13102	54.0	57.0	62.0	84.0
ptg000077l	13201	13202	44.0	43.0	58.0	80.0
