#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000095l	1	2	0.0	0.0	0.0	0.0
ptg000095l	101	102	1.0	0.0	1.0	1.0
ptg000095l	201	202	1.0	0.0	1.0	1.0
ptg000095l	301	302	0.0	0.0	0.0	0.0
ptg000095l	401	402	0.0	0.0	0.0	0.0
ptg000095l	501	502	0.0	2.0	0.0	0.0
ptg000095l	601	602	0.0	1.0	2.0	2.0
ptg000095l	701	702	0.0	0.0	1.0	1.0
ptg000095l	801	802	0.0	0.0	2.0	0.0
ptg000095l	901	902	0.0	0.0	1.0	0.0
ptg000095l	1001	1002	1.0	12.0	7.0	7.0
ptg000095l	1101	1102	2.0	3.0	3.0	2.0
ptg000095l	1201	1202	0.0	3.0	3.0	2.0
ptg000095l	1301	1302	3.0	6.0	7.0	7.0
ptg000095l	1401	1402	3.0	2.0	7.0	5.0
ptg000095l	1501	1502	7.0	3.0	5.0	3.0
ptg000095l	1601	1602	45.0	35.0	30.0	48.0
ptg000095l	1701	1702	35.0	34.0	27.0	39.0
ptg000095l	1801	1802	42.0	38.0	28.0	47.0
ptg000095l	1901	1902	42.0	30.0	44.0	34.0
ptg000095l	2001	2002	15.0	14.0	20.0	14.0
ptg000095l	2101	2102	4.0	5.0	9.0	1.0
ptg000095l	2201	2202	4.0	1.0	2.0	1.0
ptg000095l	2301	2302	2.0	0.0	1.0	0.0
ptg000095l	2401	2402	1.0	3.0	5.0	4.0
ptg000095l	2501	2502	10.0	15.0	14.0	5.0
ptg000095l	2601	2602	15.0	13.0	14.0	17.0
ptg000095l	2701	2702	37.0	42.0	34.0	54.0
ptg000095l	2801	2802	45.0	51.0	34.0	66.0
ptg000095l	2901	2902	18.0	20.0	18.0	20.0
ptg000095l	3001	3002	3.0	12.0	3.0	12.0
ptg000095l	3101	3102	5.0	14.0	11.0	18.0
ptg000095l	3201	3202	15.0	17.0	22.0	24.0
ptg000095l	3301	3302	21.0	20.0	20.0	27.0
ptg000095l	3401	3402	7.0	11.0	9.0	15.0
ptg000095l	3501	3502	0.0	0.0	0.0	0.0
ptg000095l	3601	3602	4.0	5.0	4.0	9.0
ptg000095l	3701	3702	12.0	13.0	13.0	13.0
ptg000095l	3801	3802	1.0	1.0	2.0	3.0
ptg000095l	3901	3902	4.0	4.0	6.0	4.0
ptg000095l	4001	4002	15.0	24.0	14.0	16.0
ptg000095l	4101	4102	9.0	22.0	14.0	21.0
ptg000095l	4201	4202	16.0	22.0	19.0	23.0
ptg000095l	4301	4302	35.0	50.0	48.0	42.0
ptg000095l	4401	4402	17.0	30.0	23.0	25.0
ptg000095l	4501	4502	15.0	19.0	15.0	18.0
ptg000095l	4601	4602	54.0	49.0	44.0	63.0
