#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000024l	1	2	0.0	0.0	0.0	2.0
ptg000024l	101	102	13.0	14.0	19.0	23.0
ptg000024l	201	202	18.0	8.0	11.0	20.0
ptg000024l	301	302	15.0	9.0	18.0	3.0
ptg000024l	401	402	5.0	6.0	5.0	4.0
ptg000024l	501	502	0.0	2.0	5.0	4.0
ptg000024l	601	602	2.0	5.0	9.0	5.0
ptg000024l	701	702	13.0	10.0	16.0	10.0
ptg000024l	801	802	34.0	30.0	44.0	38.0
ptg000024l	901	902	41.0	47.0	53.0	48.0
ptg000024l	1001	1002	63.0	63.0	61.0	63.0
ptg000024l	1101	1102	60.0	52.0	59.0	62.0
ptg000024l	1201	1202	50.0	59.0	58.0	43.0
ptg000024l	1301	1302	50.0	51.0	51.0	56.0
ptg000024l	1401	1402	56.0	57.0	49.0	40.0
ptg000024l	1501	1502	45.0	56.0	44.0	29.0
ptg000024l	1601	1602	61.0	55.0	56.0	42.0
ptg000024l	1701	1702	65.0	55.0	63.0	50.0
ptg000024l	1801	1802	65.0	69.0	77.0	47.0
ptg000024l	1901	1902	46.0	57.0	63.0	50.0
ptg000024l	2001	2002	48.0	43.0	47.0	30.0
ptg000024l	2101	2102	39.0	38.0	37.0	45.0
ptg000024l	2201	2202	44.0	44.0	44.0	36.0
ptg000024l	2301	2302	47.0	48.0	42.0	25.0
ptg000024l	2401	2402	51.0	36.0	45.0	40.0
ptg000024l	2501	2502	54.0	42.0	51.0	40.0
ptg000024l	2601	2602	45.0	31.0	53.0	21.0
ptg000024l	2701	2702	39.0	28.0	36.0	25.0
ptg000024l	2801	2802	32.0	40.0	43.0	29.0
ptg000024l	2901	2902	55.0	29.0	44.0	36.0
ptg000024l	3001	3002	34.0	32.0	41.0	37.0
ptg000024l	3101	3102	32.0	32.0	44.0	37.0
ptg000024l	3201	3202	15.0	16.0	26.0	17.0
ptg000024l	3301	3302	16.0	33.0	20.0	29.0
ptg000024l	3401	3402	32.0	40.0	41.0	34.0
ptg000024l	3501	3502	66.0	81.0	77.0	81.0
ptg000024l	3601	3602	62.0	45.0	69.0	62.0
ptg000024l	3701	3702	37.0	32.0	40.0	31.0
ptg000024l	3801	3802	37.0	48.0	47.0	31.0
ptg000024l	3901	3902	22.0	40.0	18.0	21.0
ptg000024l	4001	4002	24.0	30.0	23.0	25.0
ptg000024l	4101	4102	46.0	41.0	32.0	41.0
ptg000024l	4201	4202	45.0	54.0	36.0	31.0
ptg000024l	4301	4302	48.0	51.0	33.0	41.0
ptg000024l	4401	4402	47.0	49.0	38.0	66.0
ptg000024l	4501	4502	58.0	45.0	59.0	60.0
ptg000024l	4601	4602	51.0	39.0	52.0	44.0
ptg000024l	4701	4702	36.0	62.0	43.0	43.0
ptg000024l	4801	4802	53.0	76.0	47.0	50.0
ptg000024l	4901	4902	39.0	48.0	38.0	42.0
ptg000024l	5001	5002	11.0	22.0	6.0	15.0
ptg000024l	5101	5102	20.0	32.0	13.0	20.0
ptg000024l	5201	5202	34.0	31.0	29.0	38.0
ptg000024l	5301	5302	38.0	42.0	36.0	37.0
