#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000025l	1	2	0.0	0.0	0.0	0.0
ptg000025l	101	102	0.0	0.0	0.0	0.0
ptg000025l	201	202	12.0	4.0	4.0	0.0
ptg000025l	301	302	6.0	2.0	6.0	1.0
ptg000025l	401	402	9.0	1.0	13.0	1.0
ptg000025l	501	502	5.0	2.0	12.0	1.0
ptg000025l	601	602	10.0	0.0	9.0	1.0
ptg000025l	701	702	6.0	1.0	11.0	3.0
ptg000025l	801	802	2.0	0.0	3.0	1.0
ptg000025l	901	902	0.0	0.0	0.0	0.0
ptg000025l	1001	1002	30.0	11.0	34.0	4.0
ptg000025l	1101	1102	15.0	7.0	27.0	1.0
ptg000025l	1201	1202	2.0	0.0	2.0	0.0
ptg000025l	1301	1302	0.0	0.0	0.0	0.0
ptg000025l	1401	1402	0.0	0.0	0.0	0.0
ptg000025l	1501	1502	0.0	0.0	0.0	0.0
ptg000025l	1601	1602	0.0	0.0	0.0	0.0
ptg000025l	1701	1702	0.0	0.0	0.0	0.0
ptg000025l	1801	1802	0.0	0.0	0.0	0.0
ptg000025l	1901	1902	0.0	0.0	0.0	0.0
ptg000025l	2001	2002	0.0	0.0	0.0	0.0
ptg000025l	2101	2102	0.0	0.0	0.0	0.0
ptg000025l	2201	2202	0.0	0.0	0.0	0.0
ptg000025l	2301	2302	0.0	0.0	0.0	0.0
ptg000025l	2401	2402	0.0	0.0	0.0	0.0
ptg000025l	2501	2502	0.0	0.0	0.0	0.0
ptg000025l	2601	2602	0.0	0.0	0.0	0.0
ptg000025l	2701	2702	0.0	0.0	0.0	0.0
ptg000025l	2801	2802	8.0	4.0	10.0	1.0
ptg000025l	2901	2902	10.0	3.0	8.0	0.0
ptg000025l	3001	3002	304.0	111.0	370.0	28.0
ptg000025l	3101	3102	271.0	87.0	296.0	26.0
ptg000025l	3201	3202	119.0	32.0	127.0	14.0
ptg000025l	3301	3302	336.0	81.0	339.0	44.0
ptg000025l	3401	3402	302.0	63.0	296.0	37.0
ptg000025l	3501	3502	17.0	10.0	12.0	1.0
ptg000025l	3601	3602	11.0	1.0	10.0	2.0
ptg000025l	3701	3702	27.0	11.0	26.0	4.0
ptg000025l	3801	3802	45.0	12.0	41.0	3.0
ptg000025l	3901	3902	34.0	9.0	43.0	4.0
ptg000025l	4001	4002	38.0	6.0	30.0	3.0
ptg000025l	4101	4102	40.0	5.0	37.0	6.0
ptg000025l	4201	4202	31.0	6.0	29.0	5.0
ptg000025l	4301	4302	37.0	2.0	26.0	7.0
ptg000025l	4401	4402	0.0	0.0	0.0	0.0
ptg000025l	4501	4502	27.0	12.0	30.0	9.0
ptg000025l	4601	4602	0.0	1.0	1.0	0.0
ptg000025l	4701	4702	34.0	7.0	27.0	4.0
ptg000025l	4801	4802	5.0	3.0	6.0	2.0
ptg000025l	4901	4902	6.0	3.0	10.0	0.0
ptg000025l	5001	5002	4.0	1.0	4.0	0.0
ptg000025l	5101	5102	0.0	0.0	0.0	0.0
ptg000025l	5201	5202	0.0	0.0	0.0	0.0
ptg000025l	5301	5302	0.0	0.0	0.0	0.0
ptg000025l	5401	5402	0.0	0.0	0.0	0.0
