#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000027l	1	2	0.0	0.0	0.0	0.0
ptg000027l	101	102	4.0	4.0	5.0	4.0
ptg000027l	201	202	6.0	6.0	13.0	5.0
ptg000027l	301	302	5.0	3.0	21.0	8.0
ptg000027l	401	402	2.0	4.0	15.0	5.0
ptg000027l	501	502	11.0	12.0	14.0	7.0
ptg000027l	601	602	16.0	16.0	14.0	12.0
ptg000027l	701	702	20.0	22.0	14.0	15.0
ptg000027l	801	802	20.0	20.0	13.0	12.0
ptg000027l	901	902	19.0	24.0	15.0	16.0
ptg000027l	1001	1002	20.0	29.0	11.0	12.0
ptg000027l	1101	1102	10.0	8.0	9.0	8.0
ptg000027l	1201	1202	11.0	10.0	8.0	20.0
ptg000027l	1301	1302	15.0	14.0	11.0	18.0
ptg000027l	1401	1402	18.0	16.0	15.0	17.0
ptg000027l	1501	1502	22.0	23.0	23.0	20.0
ptg000027l	1601	1602	20.0	23.0	14.0	19.0
ptg000027l	1701	1702	27.0	26.0	21.0	23.0
ptg000027l	1801	1802	17.0	21.0	14.0	12.0
ptg000027l	1901	1902	4.0	8.0	2.0	3.0
ptg000027l	2001	2002	4.0	4.0	3.0	4.0
ptg000027l	2101	2102	13.0	14.0	16.0	11.0
ptg000027l	2201	2202	10.0	16.0	23.0	11.0
ptg000027l	2301	2302	1.0	6.0	10.0	4.0
ptg000027l	2401	2402	4.0	5.0	7.0	5.0
ptg000027l	2501	2502	9.0	12.0	14.0	13.0
ptg000027l	2601	2602	6.0	2.0	8.0	3.0
ptg000027l	2701	2702	8.0	9.0	13.0	9.0
ptg000027l	2801	2802	5.0	9.0	8.0	19.0
ptg000027l	2901	2902	4.0	12.0	8.0	12.0
ptg000027l	3001	3002	5.0	8.0	4.0	5.0
ptg000027l	3101	3102	1.0	2.0	3.0	2.0
ptg000027l	3201	3202	0.0	1.0	0.0	0.0
ptg000027l	3301	3302	0.0	0.0	1.0	0.0
ptg000027l	3401	3402	4.0	5.0	3.0	4.0
ptg000027l	3501	3502	7.0	6.0	4.0	10.0
ptg000027l	3601	3602	6.0	7.0	11.0	11.0
ptg000027l	3701	3702	9.0	9.0	7.0	16.0
ptg000027l	3801	3802	3.0	4.0	3.0	2.0
ptg000027l	3901	3902	11.0	15.0	12.0	12.0
ptg000027l	4001	4002	12.0	19.0	13.0	16.0
ptg000027l	4101	4102	3.0	3.0	3.0	4.0
ptg000027l	4201	4202	12.0	13.0	9.0	18.0
ptg000027l	4301	4302	41.0	41.0	30.0	28.0
ptg000027l	4401	4402	26.0	40.0	23.0	25.0
ptg000027l	4501	4502	10.0	6.0	7.0	15.0
ptg000027l	4601	4602	8.0	7.0	9.0	8.0
ptg000027l	4701	4702	3.0	4.0	5.0	5.0
ptg000027l	4801	4802	8.0	8.0	6.0	6.0
ptg000027l	4901	4902	14.0	9.0	8.0	20.0
ptg000027l	5001	5002	15.0	26.0	15.0	28.0
ptg000027l	5101	5102	14.0	26.0	15.0	29.0
ptg000027l	5201	5202	20.0	16.0	14.0	25.0
ptg000027l	5301	5302	25.0	13.0	17.0	18.0
ptg000027l	5401	5402	24.0	19.0	18.0	22.0
ptg000027l	5501	5502	20.0	19.0	21.0	20.0
ptg000027l	5601	5602	21.0	15.0	21.0	19.0
ptg000027l	5701	5702	18.0	13.0	20.0	28.0
ptg000027l	5801	5802	16.0	24.0	26.0	20.0
ptg000027l	5901	5902	20.0	27.0	22.0	21.0
ptg000027l	6001	6002	26.0	22.0	26.0	13.0
ptg000027l	6101	6102	24.0	22.0	13.0	14.0
ptg000027l	6201	6202	15.0	17.0	23.0	16.0
ptg000027l	6301	6302	7.0	14.0	11.0	12.0
ptg000027l	6401	6402	4.0	3.0	3.0	4.0
ptg000027l	6501	6502	4.0	4.0	8.0	3.0
ptg000027l	6601	6602	13.0	12.0	11.0	15.0
ptg000027l	6701	6702	12.0	10.0	13.0	14.0
ptg000027l	6801	6802	11.0	9.0	13.0	10.0
ptg000027l	6901	6902	16.0	17.0	15.0	9.0
ptg000027l	7001	7002	13.0	18.0	15.0	10.0
ptg000027l	7101	7102	19.0	27.0	22.0	24.0
ptg000027l	7201	7202	23.0	21.0	11.0	17.0
ptg000027l	7301	7302	21.0	12.0	12.0	14.0
ptg000027l	7401	7402	26.0	16.0	30.0	18.0
ptg000027l	7501	7502	20.0	15.0	31.0	21.0
ptg000027l	7601	7602	16.0	21.0	22.0	12.0
ptg000027l	7701	7702	12.0	17.0	19.0	6.0
ptg000027l	7801	7802	22.0	13.0	17.0	7.0
ptg000027l	7901	7902	19.0	7.0	10.0	7.0
ptg000027l	8001	8002	23.0	17.0	17.0	15.0
ptg000027l	8101	8102	19.0	31.0	20.0	17.0
ptg000027l	8201	8202	11.0	21.0	19.0	11.0
ptg000027l	8301	8302	31.0	40.0	31.0	22.0
ptg000027l	8401	8402	29.0	46.0	32.0	27.0
ptg000027l	8501	8502	19.0	31.0	27.0	25.0
ptg000027l	8601	8602	14.0	25.0	23.0	20.0
ptg000027l	8701	8702	16.0	31.0	12.0	13.0
ptg000027l	8801	8802	24.0	40.0	15.0	27.0
ptg000027l	8901	8902	31.0	42.0	34.0	56.0
ptg000027l	9001	9002	53.0	72.0	49.0	83.0
ptg000027l	9101	9102	52.0	67.0	56.0	80.0
ptg000027l	9201	9202	29.0	49.0	45.0	44.0
ptg000027l	9301	9302	9.0	15.0	15.0	4.0
ptg000027l	9401	9402	27.0	32.0	21.0	27.0
ptg000027l	9501	9502	56.0	56.0	45.0	53.0
ptg000027l	9601	9602	42.0	41.0	38.0	44.0
ptg000027l	9701	9702	49.0	37.0	28.0	40.0
ptg000027l	9801	9802	52.0	42.0	27.0	37.0
ptg000027l	9901	9902	35.0	31.0	18.0	27.0
ptg000027l	10001	10002	3.0	5.0	6.0	8.0
ptg000027l	10101	10102	58.0	35.0	33.0	51.0
ptg000027l	10201	10202	21.0	19.0	20.0	12.0
ptg000027l	10301	10302	9.0	10.0	6.0	3.0
ptg000027l	10401	10402	5.0	3.0	3.0	3.0
ptg000027l	10501	10502	6.0	9.0	8.0	2.0
ptg000027l	10601	10602	7.0	13.0	4.0	0.0
ptg000027l	10701	10702	0.0	1.0	1.0	1.0
ptg000027l	10801	10802	7.0	2.0	7.0	3.0
ptg000027l	10901	10902	3.0	7.0	6.0	1.0
ptg000027l	11001	11002	12.0	12.0	9.0	7.0
ptg000027l	11101	11102	7.0	7.0	5.0	3.0
ptg000027l	11201	11202	1.0	0.0	5.0	2.0
ptg000027l	11301	11302	1.0	0.0	3.0	5.0
ptg000027l	11401	11402	3.0	1.0	1.0	3.0
ptg000027l	11501	11502	4.0	1.0	0.0	1.0
ptg000027l	11601	11602	0.0	1.0	0.0	1.0
ptg000027l	11701	11702	1.0	0.0	0.0	1.0
ptg000027l	11801	11802	17.0	11.0	19.0	14.0
ptg000027l	11901	11902	25.0	21.0	15.0	14.0
ptg000027l	12001	12002	43.0	33.0	28.0	38.0
ptg000027l	12101	12102	30.0	30.0	23.0	29.0
ptg000027l	12201	12202	19.0	19.0	12.0	11.0
ptg000027l	12301	12302	34.0	21.0	22.0	15.0
ptg000027l	12401	12402	32.0	33.0	22.0	17.0
ptg000027l	12501	12502	40.0	37.0	20.0	26.0
ptg000027l	12601	12602	12.0	13.0	9.0	4.0
ptg000027l	12701	12702	8.0	6.0	6.0	3.0
ptg000027l	12801	12802	11.0	3.0	3.0	1.0
