#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000060l	1	2	3.0	1.0	1.0	0.0
ptg000060l	101	102	15.0	24.0	14.0	32.0
ptg000060l	201	202	28.0	34.0	27.0	51.0
ptg000060l	301	302	29.0	37.0	35.0	48.0
ptg000060l	401	402	25.0	25.0	30.0	45.0
ptg000060l	501	502	11.0	16.0	16.0	31.0
ptg000060l	601	602	0.0	0.0	0.0	0.0
ptg000060l	701	702	1.0	0.0	2.0	1.0
ptg000060l	801	802	5.0	0.0	4.0	1.0
ptg000060l	901	902	7.0	5.0	2.0	10.0
ptg000060l	1001	1002	3.0	1.0	2.0	4.0
ptg000060l	1101	1102	4.0	7.0	6.0	8.0
ptg000060l	1201	1202	7.0	8.0	11.0	24.0
ptg000060l	1301	1302	0.0	0.0	0.0	4.0
ptg000060l	1401	1402	16.0	14.0	9.0	23.0
ptg000060l	1501	1502	39.0	50.0	25.0	63.0
ptg000060l	1601	1602	50.0	40.0	22.0	44.0
ptg000060l	1701	1702	31.0	33.0	23.0	43.0
ptg000060l	1801	1802	15.0	18.0	16.0	28.0
ptg000060l	1901	1902	5.0	3.0	2.0	7.0
ptg000060l	2001	2002	0.0	0.0	0.0	0.0
ptg000060l	2101	2102	2.0	3.0	1.0	2.0
ptg000060l	2201	2202	1.0	2.0	0.0	2.0
ptg000060l	2301	2302	3.0	3.0	4.0	4.0
ptg000060l	2401	2402	7.0	12.0	12.0	13.0
ptg000060l	2501	2502	4.0	4.0	7.0	13.0
ptg000060l	2601	2602	5.0	3.0	5.0	11.0
ptg000060l	2701	2702	18.0	16.0	14.0	26.0
ptg000060l	2801	2802	3.0	2.0	0.0	1.0
ptg000060l	2901	2902	1.0	0.0	0.0	0.0
ptg000060l	3001	3002	1.0	0.0	4.0	1.0
ptg000060l	3101	3102	7.0	3.0	6.0	6.0
ptg000060l	3201	3202	10.0	4.0	6.0	6.0
ptg000060l	3301	3302	1.0	0.0	0.0	0.0
ptg000060l	3401	3402	0.0	0.0	0.0	0.0
ptg000060l	3501	3502	0.0	0.0	0.0	0.0
ptg000060l	3601	3602	0.0	0.0	0.0	0.0
ptg000060l	3701	3702	5.0	9.0	5.0	12.0
ptg000060l	3801	3802	18.0	25.0	23.0	38.0
ptg000060l	3901	3902	24.0	31.0	48.0	58.0
ptg000060l	4001	4002	12.0	22.0	36.0	33.0
ptg000060l	4101	4102	19.0	18.0	22.0	22.0
ptg000060l	4201	4202	43.0	53.0	59.0	71.0
ptg000060l	4301	4302	44.0	55.0	59.0	80.0
ptg000060l	4401	4402	41.0	55.0	61.0	71.0
ptg000060l	4501	4502	50.0	79.0	76.0	93.0
ptg000060l	4601	4602	51.0	90.0	61.0	100.0
ptg000060l	4701	4702	62.0	71.0	60.0	91.0
ptg000060l	4801	4802	55.0	69.0	43.0	62.0
ptg000060l	4901	4902	47.0	52.0	53.0	68.0
ptg000060l	5001	5002	4.0	15.0	10.0	10.0
ptg000060l	5101	5102	24.0	25.0	27.0	30.0
ptg000060l	5201	5202	46.0	59.0	60.0	66.0
ptg000060l	5301	5302	47.0	64.0	60.0	75.0
ptg000060l	5401	5402	41.0	52.0	62.0	113.0
ptg000060l	5501	5502	18.0	13.0	16.0	28.0
ptg000060l	5601	5602	102.0	101.0	108.0	139.0
ptg000060l	5701	5702	140.0	142.0	159.0	193.0
ptg000060l	5801	5802	85.0	81.0	71.0	95.0
ptg000060l	5901	5902	80.0	85.0	81.0	104.0
ptg000060l	6001	6002	71.0	72.0	79.0	93.0
ptg000060l	6101	6102	80.0	79.0	74.0	91.0
ptg000060l	6201	6202	76.0	82.0	74.0	89.0
ptg000060l	6301	6302	55.0	62.0	54.0	64.0
ptg000060l	6401	6402	26.0	38.0	32.0	27.0
ptg000060l	6501	6502	30.0	33.0	27.0	32.0
ptg000060l	6601	6602	25.0	27.0	31.0	29.0
ptg000060l	6701	6702	9.0	9.0	10.0	8.0
ptg000060l	6801	6802	6.0	3.0	1.0	3.0
ptg000060l	6901	6902	18.0	23.0	16.0	13.0
ptg000060l	7001	7002	6.0	7.0	7.0	9.0
ptg000060l	7101	7102	0.0	0.0	0.0	0.0
ptg000060l	7201	7202	15.0	7.0	7.0	15.0
ptg000060l	7301	7302	23.0	16.0	16.0	29.0
ptg000060l	7401	7402	22.0	22.0	26.0	27.0
ptg000060l	7501	7502	21.0	14.0	18.0	14.0
ptg000060l	7601	7602	11.0	9.0	9.0	11.0
ptg000060l	7701	7702	28.0	24.0	33.0	27.0
ptg000060l	7801	7802	72.0	73.0	75.0	88.0
ptg000060l	7901	7902	84.0	73.0	65.0	99.0
ptg000060l	8001	8002	52.0	64.0	54.0	79.0
ptg000060l	8101	8102	74.0	63.0	61.0	89.0
ptg000060l	8201	8202	81.0	48.0	55.0	98.0
ptg000060l	8301	8302	78.0	77.0	70.0	115.0
ptg000060l	8401	8402	78.0	102.0	78.0	119.0
ptg000060l	8501	8502	55.0	55.0	48.0	74.0
ptg000060l	8601	8602	38.0	38.0	43.0	47.0
ptg000060l	8701	8702	28.0	41.0	31.0	37.0
ptg000060l	8801	8802	29.0	40.0	26.0	43.0
ptg000060l	8901	8902	46.0	50.0	47.0	65.0
ptg000060l	9001	9002	67.0	79.0	79.0	98.0
ptg000060l	9101	9102	49.0	62.0	66.0	77.0
ptg000060l	9201	9202	22.0	36.0	25.0	47.0
ptg000060l	9301	9302	52.0	64.0	61.0	90.0
ptg000060l	9401	9402	50.0	70.0	65.0	75.0
ptg000060l	9501	9502	39.0	49.0	50.0	62.0
ptg000060l	9601	9602	64.0	58.0	77.0	98.0
ptg000060l	9701	9702	72.0	67.0	59.0	97.0
ptg000060l	9801	9802	44.0	44.0	29.0	62.0
ptg000060l	9901	9902	42.0	57.0	49.0	68.0
ptg000060l	10001	10002	19.0	29.0	29.0	37.0
ptg000060l	10101	10102	8.0	18.0	12.0	14.0
ptg000060l	10201	10202	13.0	9.0	7.0	15.0
ptg000060l	10301	10302	14.0	14.0	14.0	19.0
ptg000060l	10401	10402	14.0	13.0	14.0	22.0
ptg000060l	10501	10502	18.0	11.0	16.0	28.0
ptg000060l	10601	10602	15.0	9.0	12.0	15.0
ptg000060l	10701	10702	0.0	5.0	3.0	3.0
ptg000060l	10801	10802	13.0	22.0	15.0	21.0
ptg000060l	10901	10902	8.0	16.0	10.0	18.0
ptg000060l	11001	11002	1.0	1.0	0.0	0.0
ptg000060l	11101	11102	7.0	10.0	5.0	11.0
ptg000060l	11201	11202	0.0	0.0	0.0	0.0
ptg000060l	11301	11302	5.0	7.0	8.0	13.0
ptg000060l	11401	11402	5.0	6.0	8.0	10.0
ptg000060l	11501	11502	0.0	1.0	1.0	2.0
ptg000060l	11601	11602	2.0	2.0	3.0	1.0
ptg000060l	11701	11702	16.0	25.0	30.0	18.0
ptg000060l	11801	11802	15.0	15.0	16.0	21.0
ptg000060l	11901	11902	7.0	7.0	10.0	11.0
ptg000060l	12001	12002	30.0	36.0	33.0	48.0
ptg000060l	12101	12102	53.0	45.0	34.0	66.0
ptg000060l	12201	12202	59.0	58.0	60.0	94.0
ptg000060l	12301	12302	71.0	63.0	71.0	106.0
ptg000060l	12401	12402	64.0	61.0	65.0	109.0
ptg000060l	12501	12502	53.0	59.0	66.0	113.0
ptg000060l	12601	12602	60.0	87.0	70.0	120.0
ptg000060l	12701	12702	53.0	61.0	55.0	77.0
ptg000060l	12801	12802	46.0	47.0	52.0	83.0
ptg000060l	12901	12902	18.0	21.0	27.0	42.0
ptg000060l	13001	13002	5.0	8.0	8.0	6.0
ptg000060l	13101	13102	36.0	37.0	36.0	36.0
ptg000060l	13201	13202	48.0	54.0	35.0	70.0
ptg000060l	13301	13302	47.0	60.0	58.0	73.0
ptg000060l	13401	13402	52.0	72.0	61.0	74.0
ptg000060l	13501	13502	20.0	25.0	34.0	34.0
ptg000060l	13601	13602	33.0	44.0	53.0	55.0
ptg000060l	13701	13702	49.0	78.0	89.0	100.0
ptg000060l	13801	13802	65.0	83.0	85.0	97.0
ptg000060l	13901	13902	68.0	77.0	72.0	101.0
ptg000060l	14001	14002	73.0	89.0	83.0	101.0
ptg000060l	14101	14102	80.0	95.0	73.0	107.0
ptg000060l	14201	14202	84.0	101.0	68.0	118.0
ptg000060l	14301	14302	73.0	98.0	84.0	95.0
ptg000060l	14401	14402	71.0	91.0	83.0	93.0
ptg000060l	14501	14502	71.0	100.0	75.0	129.0
ptg000060l	14601	14602	69.0	85.0	83.0	117.0
ptg000060l	14701	14702	60.0	84.0	82.0	117.0
ptg000060l	14801	14802	63.0	82.0	91.0	105.0
ptg000060l	14901	14902	74.0	74.0	86.0	119.0
ptg000060l	15001	15002	70.0	79.0	75.0	122.0
ptg000060l	15101	15102	79.0	70.0	82.0	113.0
ptg000060l	15201	15202	47.0	62.0	66.0	98.0
ptg000060l	15301	15302	49.0	52.0	51.0	67.0
ptg000060l	15401	15402	58.0	63.0	64.0	97.0
ptg000060l	15501	15502	52.0	60.0	57.0	93.0
ptg000060l	15601	15602	43.0	66.0	61.0	74.0
ptg000060l	15701	15702	46.0	50.0	63.0	79.0
ptg000060l	15801	15802	51.0	41.0	63.0	78.0
ptg000060l	15901	15902	34.0	38.0	39.0	68.0
ptg000060l	16001	16002	29.0	37.0	41.0	69.0
ptg000060l	16101	16102	13.0	18.0	22.0	25.0
ptg000060l	16201	16202	8.0	9.0	4.0	12.0
ptg000060l	16301	16302	7.0	11.0	7.0	11.0
ptg000060l	16401	16402	1.0	1.0	1.0	2.0
ptg000060l	16501	16502	14.0	16.0	13.0	17.0
ptg000060l	16601	16602	27.0	35.0	35.0	54.0
ptg000060l	16701	16702	26.0	27.0	26.0	48.0
ptg000060l	16801	16802	29.0	29.0	37.0	54.0
ptg000060l	16901	16902	56.0	62.0	73.0	88.0
ptg000060l	17001	17002	52.0	55.0	50.0	68.0
ptg000060l	17101	17102	23.0	37.0	25.0	49.0
ptg000060l	17201	17202	14.0	14.0	20.0	27.0
ptg000060l	17301	17302	20.0	30.0	21.0	32.0
ptg000060l	17401	17402	23.0	31.0	26.0	32.0
ptg000060l	17501	17502	6.0	2.0	7.0	5.0
ptg000060l	17601	17602	17.0	24.0	23.0	32.0
ptg000060l	17701	17702	35.0	34.0	40.0	42.0
ptg000060l	17801	17802	35.0	32.0	32.0	40.0
ptg000060l	17901	17902	3.0	6.0	7.0	9.0
ptg000060l	18001	18002	32.0	23.0	29.0	39.0
ptg000060l	18101	18102	44.0	48.0	48.0	66.0
ptg000060l	18201	18202	31.0	44.0	41.0	49.0
ptg000060l	18301	18302	20.0	38.0	30.0	35.0
ptg000060l	18401	18402	32.0	50.0	35.0	59.0
ptg000060l	18501	18502	27.0	41.0	39.0	59.0
ptg000060l	18601	18602	13.0	20.0	11.0	37.0
ptg000060l	18701	18702	6.0	8.0	9.0	17.0
ptg000060l	18801	18802	0.0	0.0	1.0	0.0
ptg000060l	18901	18902	0.0	0.0	0.0	0.0
