#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000097l	1	2	0.0	2.0	0.0	0.0
ptg000097l	101	102	19.0	31.0	33.0	31.0
ptg000097l	201	202	38.0	37.0	45.0	69.0
ptg000097l	301	302	42.0	46.0	54.0	80.0
ptg000097l	401	402	42.0	49.0	50.0	111.0
ptg000097l	501	502	43.0	51.0	49.0	83.0
ptg000097l	601	602	49.0	61.0	52.0	66.0
ptg000097l	701	702	46.0	40.0	45.0	70.0
ptg000097l	801	802	30.0	42.0	47.0	51.0
ptg000097l	901	902	16.0	14.0	14.0	17.0
ptg000097l	1001	1002	3.0	4.0	0.0	4.0
ptg000097l	1101	1102	7.0	4.0	2.0	4.0
ptg000097l	1201	1202	36.0	31.0	31.0	38.0
ptg000097l	1301	1302	16.0	10.0	15.0	19.0
ptg000097l	1401	1402	6.0	8.0	3.0	7.0
ptg000097l	1501	1502	0.0	0.0	0.0	0.0
ptg000097l	1601	1602	2.0	3.0	1.0	5.0
ptg000097l	1701	1702	9.0	10.0	11.0	16.0
ptg000097l	1801	1802	2.0	4.0	5.0	6.0
ptg000097l	1901	1902	0.0	0.0	0.0	0.0
ptg000097l	2001	2002	0.0	3.0	1.0	1.0
ptg000097l	2101	2102	0.0	0.0	0.0	0.0
ptg000097l	2201	2202	0.0	0.0	0.0	0.0
ptg000097l	2301	2302	0.0	7.0	2.0	5.0
ptg000097l	2401	2402	2.0	8.0	3.0	7.0
ptg000097l	2501	2502	0.0	2.0	0.0	2.0
ptg000097l	2601	2602	5.0	13.0	4.0	17.0
ptg000097l	2701	2702	6.0	8.0	5.0	17.0
ptg000097l	2801	2802	2.0	5.0	2.0	10.0
ptg000097l	2901	2902	2.0	5.0	3.0	7.0
ptg000097l	3001	3002	0.0	0.0	0.0	0.0
ptg000097l	3101	3102	0.0	0.0	0.0	0.0
ptg000097l	3201	3202	23.0	30.0	16.0	28.0
ptg000097l	3301	3302	16.0	22.0	13.0	26.0
ptg000097l	3401	3402	26.0	32.0	28.0	40.0
ptg000097l	3501	3502	61.0	58.0	60.0	77.0
ptg000097l	3601	3602	55.0	52.0	50.0	61.0
ptg000097l	3701	3702	35.0	28.0	35.0	36.0
ptg000097l	3801	3802	30.0	33.0	36.0	40.0
ptg000097l	3901	3902	32.0	43.0	48.0	42.0
ptg000097l	4001	4002	27.0	40.0	41.0	46.0
ptg000097l	4101	4102	63.0	68.0	69.0	95.0
ptg000097l	4201	4202	71.0	73.0	70.0	87.0
ptg000097l	4301	4302	66.0	71.0	69.0	70.0
ptg000097l	4401	4402	60.0	86.0	75.0	90.0
ptg000097l	4501	4502	49.0	66.0	55.0	84.0
ptg000097l	4601	4602	51.0	76.0	57.0	81.0
ptg000097l	4701	4702	76.0	73.0	71.0	100.0
ptg000097l	4801	4802	46.0	55.0	40.0	58.0
ptg000097l	4901	4902	11.0	10.0	9.0	13.0
ptg000097l	5001	5002	17.0	18.0	21.0	21.0
ptg000097l	5101	5102	21.0	29.0	13.0	21.0
ptg000097l	5201	5202	20.0	29.0	17.0	28.0
ptg000097l	5301	5302	13.0	14.0	14.0	16.0
ptg000097l	5401	5402	2.0	2.0	3.0	6.0
ptg000097l	5501	5502	0.0	0.0	0.0	1.0
ptg000097l	5601	5602	8.0	18.0	14.0	18.0
ptg000097l	5701	5702	4.0	14.0	12.0	10.0
ptg000097l	5801	5802	4.0	7.0	2.0	6.0
ptg000097l	5901	5902	14.0	20.0	23.0	22.0
ptg000097l	6001	6002	18.0	24.0	27.0	19.0
ptg000097l	6101	6102	27.0	28.0	27.0	27.0
ptg000097l	6201	6202	44.0	51.0	56.0	60.0
ptg000097l	6301	6302	81.0	64.0	59.0	90.0
ptg000097l	6401	6402	79.0	64.0	79.0	102.0
ptg000097l	6501	6502	70.0	76.0	79.0	107.0
ptg000097l	6601	6602	64.0	75.0	66.0	90.0
ptg000097l	6701	6702	60.0	85.0	71.0	112.0
ptg000097l	6801	6802	56.0	82.0	61.0	98.0
ptg000097l	6901	6902	38.0	44.0	36.0	47.0
ptg000097l	7001	7002	27.0	34.0	30.0	49.0
ptg000097l	7101	7102	52.0	58.0	58.0	91.0
ptg000097l	7201	7202	46.0	34.0	47.0	60.0
ptg000097l	7301	7302	36.0	37.0	35.0	59.0
ptg000097l	7401	7402	23.0	28.0	26.0	41.0
ptg000097l	7501	7502	11.0	17.0	20.0	20.0
ptg000097l	7601	7602	53.0	50.0	56.0	74.0
ptg000097l	7701	7702	66.0	54.0	61.0	86.0
ptg000097l	7801	7802	70.0	68.0	72.0	91.0
