#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000098l	1	2	0.0	0.0	0.0	0.0
ptg000098l	101	102	5.0	11.0	9.0	14.0
ptg000098l	201	202	4.0	8.0	8.0	14.0
ptg000098l	301	302	0.0	0.0	0.0	2.0
ptg000098l	401	402	3.0	9.0	8.0	9.0
ptg000098l	501	502	16.0	20.0	23.0	24.0
ptg000098l	601	602	22.0	34.0	23.0	35.0
ptg000098l	701	702	18.0	26.0	25.0	28.0
ptg000098l	801	802	11.0	19.0	13.0	11.0
ptg000098l	901	902	21.0	15.0	18.0	25.0
ptg000098l	1001	1002	52.0	73.0	76.0	85.0
ptg000098l	1101	1102	78.0	90.0	92.0	101.0
ptg000098l	1201	1202	60.0	68.0	61.0	84.0
ptg000098l	1301	1302	55.0	55.0	67.0	109.0
ptg000098l	1401	1402	70.0	56.0	76.0	106.0
ptg000098l	1501	1502	81.0	77.0	74.0	102.0
ptg000098l	1601	1602	89.0	92.0	93.0	115.0
ptg000098l	1701	1702	50.0	61.0	61.0	80.0
ptg000098l	1801	1802	31.0	36.0	43.0	50.0
ptg000098l	1901	1902	37.0	41.0	48.0	56.0
ptg000098l	2001	2002	29.0	36.0	29.0	52.0
ptg000098l	2101	2102	34.0	39.0	42.0	49.0
ptg000098l	2201	2202	73.0	54.0	70.0	92.0
ptg000098l	2301	2302	59.0	64.0	72.0	84.0
ptg000098l	2401	2402	29.0	34.0	41.0	37.0
ptg000098l	2501	2502	30.0	37.0	53.0	46.0
ptg000098l	2601	2602	51.0	49.0	72.0	71.0
ptg000098l	2701	2702	48.0	51.0	48.0	58.0
ptg000098l	2801	2802	65.0	70.0	78.0	65.0
ptg000098l	2901	2902	82.0	80.0	81.0	86.0
ptg000098l	3001	3002	49.0	77.0	50.0	82.0
ptg000098l	3101	3102	51.0	69.0	48.0	74.0
ptg000098l	3201	3202	42.0	52.0	37.0	63.0
ptg000098l	3301	3302	16.0	14.0	10.0	29.0
ptg000098l	3401	3402	8.0	15.0	11.0	20.0
ptg000098l	3501	3502	3.0	10.0	10.0	10.0
ptg000098l	3601	3602	10.0	17.0	12.0	11.0
ptg000098l	3701	3702	2.0	19.0	8.0	16.0
ptg000098l	3801	3802	8.0	15.0	14.0	20.0
ptg000098l	3901	3902	1.0	0.0	1.0	0.0
ptg000098l	4001	4002	10.0	12.0	12.0	11.0
ptg000098l	4101	4102	14.0	10.0	19.0	7.0
ptg000098l	4201	4202	2.0	1.0	1.0	0.0
ptg000098l	4301	4302	4.0	7.0	5.0	3.0
ptg000098l	4401	4402	8.0	9.0	6.0	8.0
ptg000098l	4501	4502	0.0	0.0	0.0	0.0
ptg000098l	4601	4602	0.0	0.0	0.0	0.0
ptg000098l	4701	4702	0.0	0.0	0.0	0.0
ptg000098l	4801	4802	1.0	0.0	0.0	0.0
ptg000098l	4901	4902	15.0	16.0	17.0	22.0
ptg000098l	5001	5002	44.0	43.0	43.0	52.0
ptg000098l	5101	5102	47.0	54.0	48.0	66.0
ptg000098l	5201	5202	54.0	51.0	60.0	71.0
ptg000098l	5301	5302	57.0	45.0	62.0	67.0
ptg000098l	5401	5402	68.0	62.0	61.0	100.0
ptg000098l	5501	5502	18.0	7.0	10.0	13.0
ptg000098l	5601	5602	67.0	65.0	68.0	92.0
ptg000098l	5701	5702	61.0	70.0	69.0	108.0
ptg000098l	5801	5802	60.0	77.0	64.0	106.0
