#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000092l	1	2	2.0	0.0	0.0	0.0
ptg000092l	101	102	17.0	11.0	14.0	11.0
ptg000092l	201	202	15.0	7.0	15.0	12.0
ptg000092l	301	302	3.0	3.0	3.0	7.0
ptg000092l	401	402	10.0	7.0	9.0	22.0
ptg000092l	501	502	2.0	0.0	1.0	3.0
ptg000092l	601	602	10.0	6.0	18.0	10.0
ptg000092l	701	702	29.0	29.0	38.0	44.0
ptg000092l	801	802	29.0	27.0	35.0	49.0
ptg000092l	901	902	22.0	35.0	26.0	44.0
ptg000092l	1001	1002	55.0	55.0	56.0	71.0
ptg000092l	1101	1102	49.0	50.0	53.0	59.0
ptg000092l	1201	1202	40.0	41.0	38.0	41.0
ptg000092l	1301	1302	24.0	16.0	15.0	23.0
ptg000092l	1401	1402	24.0	22.0	29.0	31.0
ptg000092l	1501	1502	31.0	31.0	35.0	44.0
ptg000092l	1601	1602	5.0	9.0	11.0	11.0
ptg000092l	1701	1702	15.0	24.0	28.0	29.0
ptg000092l	1801	1802	28.0	41.0	31.0	45.0
ptg000092l	1901	1902	32.0	52.0	39.0	47.0
ptg000092l	2001	2002	4.0	12.0	16.0	14.0
ptg000092l	2101	2102	17.0	28.0	25.0	33.0
ptg000092l	2201	2202	40.0	67.0	58.0	72.0
ptg000092l	2301	2302	37.0	56.0	54.0	61.0
ptg000092l	2401	2402	17.0	27.0	34.0	34.0
ptg000092l	2501	2502	35.0	42.0	52.0	68.0
ptg000092l	2601	2602	33.0	44.0	45.0	68.0
ptg000092l	2701	2702	13.0	20.0	22.0	33.0
ptg000092l	2801	2802	10.0	8.0	14.0	16.0
ptg000092l	2901	2902	1.0	0.0	0.0	2.0
ptg000092l	3001	3002	0.0	0.0	0.0	0.0
ptg000092l	3101	3102	24.0	24.0	28.0	36.0
ptg000092l	3201	3202	34.0	33.0	47.0	54.0
ptg000092l	3301	3302	32.0	43.0	46.0	66.0
