#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000087l	1	2	1.0	2.0	1.0	0.0
ptg000087l	101	102	43.0	30.0	56.0	26.0
ptg000087l	201	202	53.0	43.0	55.0	40.0
ptg000087l	301	302	5.0	8.0	5.0	2.0
ptg000087l	401	402	5.0	2.0	6.0	7.0
ptg000087l	501	502	199.0	198.0	186.0	140.0
ptg000087l	601	602	166.0	132.0	149.0	101.0
ptg000087l	701	702	76.0	57.0	55.0	47.0
ptg000087l	801	802	136.0	142.0	136.0	132.0
ptg000087l	901	902	41.0	21.0	29.0	40.0
ptg000087l	1001	1002	63.0	50.0	69.0	38.0
ptg000087l	1101	1102	118.0	98.0	130.0	67.0
ptg000087l	1201	1202	224.0	155.0	147.0	115.0
ptg000087l	1301	1302	166.0	118.0	108.0	76.0
ptg000087l	1401	1402	102.0	121.0	120.0	69.0
ptg000087l	1501	1502	327.0	277.0	374.0	180.0
ptg000087l	1601	1602	270.0	210.0	289.0	138.0
ptg000087l	1701	1702	193.0	178.0	187.0	105.0
ptg000087l	1801	1802	121.0	85.0	111.0	61.0
ptg000087l	1901	1902	250.0	198.0	210.0	204.0
ptg000087l	2001	2002	830.0	746.0	736.0	706.0
ptg000087l	2101	2102	837.0	755.0	754.0	702.0
ptg000087l	2201	2202	167.0	165.0	135.0	136.0
ptg000087l	2301	2302	168.0	142.0	141.0	141.0
ptg000087l	2401	2402	278.0	215.0	223.0	185.0
ptg000087l	2501	2502	134.0	97.0	116.0	88.0
ptg000087l	2601	2602	73.0	53.0	79.0	60.0
ptg000087l	2701	2702	28.0	42.0	37.0	25.0
ptg000087l	2801	2802	72.0	28.0	66.0	34.0
ptg000087l	2901	2902	75.0	33.0	59.0	36.0
ptg000087l	3001	3002	56.0	38.0	68.0	38.0
ptg000087l	3101	3102	68.0	43.0	70.0	49.0
ptg000087l	3201	3202	78.0	55.0	71.0	40.0
ptg000087l	3301	3302	72.0	50.0	76.0	33.0
ptg000087l	3401	3402	62.0	55.0	69.0	47.0
ptg000087l	3501	3502	71.0	46.0	67.0	48.0
ptg000087l	3601	3602	95.0	32.0	57.0	46.0
ptg000087l	3701	3702	94.0	47.0	56.0	49.0
ptg000087l	3801	3802	105.0	47.0	83.0	57.0
ptg000087l	3901	3902	129.0	61.0	75.0	60.0
ptg000087l	4001	4002	99.0	60.0	71.0	69.0
ptg000087l	4101	4102	114.0	65.0	89.0	73.0
ptg000087l	4201	4202	115.0	68.0	84.0	74.0
ptg000087l	4301	4302	103.0	62.0	81.0	43.0
ptg000087l	4401	4402	86.0	57.0	95.0	47.0
ptg000087l	4501	4502	102.0	71.0	94.0	47.0
ptg000087l	4601	4602	85.0	62.0	72.0	48.0
ptg000087l	4701	4702	88.0	50.0	82.0	54.0
ptg000087l	4801	4802	68.0	46.0	76.0	49.0
ptg000087l	4901	4902	69.0	48.0	77.0	40.0
ptg000087l	5001	5002	67.0	49.0	76.0	38.0
ptg000087l	5101	5102	54.0	42.0	69.0	32.0
ptg000087l	5201	5202	68.0	56.0	75.0	57.0
ptg000087l	5301	5302	76.0	37.0	81.0	47.0
ptg000087l	5401	5402	58.0	48.0	83.0	52.0
ptg000087l	5501	5502	93.0	42.0	84.0	77.0
ptg000087l	5601	5602	87.0	48.0	78.0	66.0
ptg000087l	5701	5702	78.0	69.0	106.0	52.0
ptg000087l	5801	5802	62.0	45.0	62.0	53.0
ptg000087l	5901	5902	51.0	48.0	69.0	67.0
ptg000087l	6001	6002	85.0	73.0	92.0	69.0
ptg000087l	6101	6102	97.0	79.0	110.0	58.0
ptg000087l	6201	6202	93.0	73.0	85.0	50.0
ptg000087l	6301	6302	102.0	55.0	81.0	61.0
ptg000087l	6401	6402	117.0	94.0	87.0	68.0
ptg000087l	6501	6502	143.0	83.0	107.0	76.0
ptg000087l	6601	6602	178.0	120.0	110.0	66.0
ptg000087l	6701	6702	101.0	77.0	85.0	47.0
ptg000087l	6801	6802	79.0	60.0	61.0	46.0
ptg000087l	6901	6902	19.0	26.0	24.0	19.0
ptg000087l	7001	7002	55.0	51.0	60.0	42.0
ptg000087l	7101	7102	44.0	42.0	54.0	43.0
ptg000087l	7201	7202	13.0	29.0	32.0	28.0
ptg000087l	7301	7302	40.0	51.0	48.0	36.0
ptg000087l	7401	7402	39.0	46.0	46.0	37.0
ptg000087l	7501	7502	16.0	15.0	23.0	11.0
ptg000087l	7601	7602	71.0	59.0	55.0	46.0
ptg000087l	7701	7702	68.0	58.0	65.0	50.0
ptg000087l	7801	7802	57.0	44.0	60.0	61.0
ptg000087l	7901	7902	27.0	20.0	24.0	23.0
ptg000087l	8001	8002	52.0	34.0	38.0	29.0
ptg000087l	8101	8102	58.0	51.0	55.0	43.0
ptg000087l	8201	8202	61.0	46.0	53.0	58.0
ptg000087l	8301	8302	32.0	25.0	31.0	42.0
ptg000087l	8401	8402	21.0	28.0	29.0	23.0
ptg000087l	8501	8502	57.0	43.0	46.0	28.0
ptg000087l	8601	8602	164.0	110.0	107.0	70.0
ptg000087l	8701	8702	150.0	117.0	123.0	78.0
ptg000087l	8801	8802	134.0	144.0	99.0	97.0
ptg000087l	8901	8902	149.0	155.0	121.0	119.0
ptg000087l	9001	9002	185.0	165.0	135.0	143.0
ptg000087l	9101	9102	158.0	160.0	131.0	137.0
ptg000087l	9201	9202	22.0	14.0	14.0	12.0
ptg000087l	9301	9302	110.0	110.0	97.0	88.0
ptg000087l	9401	9402	232.0	204.0	202.0	196.0
ptg000087l	9501	9502	191.0	222.0	191.0	165.0
ptg000087l	9601	9602	105.0	90.0	84.0	77.0
ptg000087l	9701	9702	63.0	62.0	53.0	68.0
ptg000087l	9801	9802	29.0	32.0	23.0	33.0
ptg000087l	9901	9902	138.0	131.0	125.0	101.0
ptg000087l	10001	10002	313.0	278.0	250.0	180.0
ptg000087l	10101	10102	361.0	331.0	276.0	201.0
ptg000087l	10201	10202	41.0	57.0	47.0	26.0
ptg000087l	10301	10302	102.0	98.0	106.0	54.0
ptg000087l	10401	10402	308.0	230.0	273.0	158.0
ptg000087l	10501	10502	328.0	245.0	289.0	151.0
