#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000021l	1	2	0.0	0.0	0.0	0.0
ptg000021l	101	102	0.0	0.0	0.0	0.0
ptg000021l	201	202	0.0	0.0	0.0	0.0
ptg000021l	301	302	0.0	0.0	0.0	0.0
ptg000021l	401	402	0.0	0.0	0.0	0.0
ptg000021l	501	502	2.0	9.0	6.0	8.0
ptg000021l	601	602	3.0	15.0	10.0	21.0
ptg000021l	701	702	3.0	5.0	1.0	9.0
ptg000021l	801	802	0.0	0.0	0.0	0.0
ptg000021l	901	902	0.0	1.0	0.0	0.0
ptg000021l	1001	1002	0.0	0.0	1.0	2.0
ptg000021l	1101	1102	6.0	3.0	12.0	9.0
ptg000021l	1201	1202	1.0	1.0	8.0	4.0
ptg000021l	1301	1302	5.0	3.0	7.0	5.0
ptg000021l	1401	1402	4.0	3.0	6.0	7.0
ptg000021l	1501	1502	0.0	0.0	0.0	4.0
ptg000021l	1601	1602	11.0	5.0	14.0	5.0
ptg000021l	1701	1702	8.0	2.0	10.0	1.0
ptg000021l	1801	1802	0.0	0.0	0.0	0.0
ptg000021l	1901	1902	5.0	0.0	3.0	0.0
ptg000021l	2001	2002	6.0	2.0	4.0	1.0
ptg000021l	2101	2102	4.0	3.0	5.0	1.0
ptg000021l	2201	2202	0.0	1.0	3.0	0.0
ptg000021l	2301	2302	1.0	2.0	4.0	1.0
ptg000021l	2401	2402	2.0	4.0	1.0	2.0
ptg000021l	2501	2502	4.0	3.0	5.0	4.0
ptg000021l	2601	2602	3.0	3.0	6.0	3.0
ptg000021l	2701	2702	1.0	2.0	3.0	2.0
ptg000021l	2801	2802	4.0	3.0	7.0	5.0
ptg000021l	2901	2902	2.0	6.0	2.0	3.0
ptg000021l	3001	3002	4.0	3.0	5.0	3.0
ptg000021l	3101	3102	5.0	5.0	3.0	3.0
ptg000021l	3201	3202	3.0	10.0	4.0	4.0
ptg000021l	3301	3302	8.0	5.0	11.0	8.0
ptg000021l	3401	3402	7.0	5.0	8.0	6.0
ptg000021l	3501	3502	3.0	4.0	2.0	4.0
ptg000021l	3601	3602	6.0	3.0	6.0	10.0
ptg000021l	3701	3702	3.0	2.0	9.0	4.0
ptg000021l	3801	3802	0.0	1.0	4.0	0.0
