#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000074l	1	2	0.0	0.0	1.0	1.0
ptg000074l	101	102	18.0	16.0	21.0	31.0
ptg000074l	201	202	16.0	11.0	17.0	27.0
ptg000074l	301	302	16.0	16.0	21.0	18.0
ptg000074l	401	402	43.0	42.0	61.0	57.0
ptg000074l	501	502	44.0	49.0	56.0	79.0
ptg000074l	601	602	54.0	60.0	64.0	81.0
ptg000074l	701	702	76.0	87.0	78.0	100.0
ptg000074l	801	802	62.0	78.0	65.0	122.0
ptg000074l	901	902	47.0	64.0	56.0	100.0
ptg000074l	1001	1002	46.0	61.0	65.0	81.0
ptg000074l	1101	1102	65.0	74.0	63.0	104.0
ptg000074l	1201	1202	14.0	31.0	26.0	35.0
ptg000074l	1301	1302	14.0	17.0	25.0	25.0
ptg000074l	1401	1402	26.0	31.0	41.0	48.0
ptg000074l	1501	1502	9.0	6.0	8.0	14.0
ptg000074l	1601	1602	24.0	26.0	20.0	34.0
ptg000074l	1701	1702	26.0	32.0	36.0	43.0
ptg000074l	1801	1802	39.0	48.0	52.0	53.0
ptg000074l	1901	1902	68.0	83.0	68.0	81.0
ptg000074l	2001	2002	74.0	82.0	64.0	101.0
ptg000074l	2101	2102	67.0	77.0	65.0	94.0
ptg000074l	2201	2202	67.0	78.0	65.0	99.0
ptg000074l	2301	2302	64.0	87.0	68.0	103.0
ptg000074l	2401	2402	68.0	82.0	65.0	97.0
ptg000074l	2501	2502	54.0	77.0	50.0	87.0
ptg000074l	2601	2602	21.0	49.0	28.0	41.0
ptg000074l	2701	2702	20.0	28.0	20.0	33.0
ptg000074l	2801	2802	19.0	25.0	16.0	29.0
ptg000074l	2901	2902	7.0	9.0	6.0	9.0
ptg000074l	3001	3002	4.0	2.0	5.0	2.0
ptg000074l	3101	3102	9.0	18.0	21.0	22.0
ptg000074l	3201	3202	3.0	6.0	4.0	13.0
ptg000074l	3301	3302	0.0	0.0	0.0	1.0
ptg000074l	3401	3402	11.0	17.0	15.0	11.0
ptg000074l	3501	3502	20.0	21.0	31.0	25.0
ptg000074l	3601	3602	24.0	22.0	34.0	18.0
ptg000074l	3701	3702	22.0	23.0	22.0	18.0
ptg000074l	3801	3802	12.0	11.0	12.0	12.0
