#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000038l	1	2	0.0	2.0	0.0	0.0
ptg000038l	101	102	28.0	28.0	15.0	33.0
ptg000038l	201	202	38.0	38.0	20.0	47.0
ptg000038l	301	302	56.0	58.0	47.0	79.0
ptg000038l	401	402	62.0	58.0	39.0	90.0
ptg000038l	501	502	34.0	45.0	29.0	49.0
ptg000038l	601	602	11.0	19.0	8.0	15.0
ptg000038l	701	702	14.0	11.0	13.0	11.0
ptg000038l	801	802	2.0	7.0	7.0	9.0
ptg000038l	901	902	8.0	7.0	17.0	11.0
ptg000038l	1001	1002	21.0	16.0	30.0	15.0
ptg000038l	1101	1102	19.0	20.0	29.0	13.0
ptg000038l	1201	1202	2.0	1.0	2.0	0.0
ptg000038l	1301	1302	11.0	4.0	8.0	10.0
ptg000038l	1401	1402	13.0	9.0	11.0	8.0
ptg000038l	1501	1502	3.0	6.0	5.0	8.0
ptg000038l	1601	1602	9.0	10.0	9.0	13.0
ptg000038l	1701	1702	8.0	13.0	9.0	11.0
ptg000038l	1801	1802	9.0	4.0	6.0	4.0
ptg000038l	1901	1902	4.0	5.0	4.0	6.0
ptg000038l	2001	2002	2.0	3.0	6.0	2.0
ptg000038l	2101	2102	8.0	3.0	9.0	2.0
ptg000038l	2201	2202	3.0	3.0	8.0	5.0
ptg000038l	2301	2302	9.0	8.0	4.0	7.0
ptg000038l	2401	2402	17.0	19.0	17.0	15.0
ptg000038l	2501	2502	23.0	15.0	23.0	14.0
ptg000038l	2601	2602	21.0	22.0	15.0	13.0
ptg000038l	2701	2702	15.0	17.0	11.0	11.0
ptg000038l	2801	2802	5.0	9.0	3.0	2.0
ptg000038l	2901	2902	10.0	15.0	14.0	13.0
ptg000038l	3001	3002	8.0	15.0	16.0	13.0
ptg000038l	3101	3102	18.0	21.0	23.0	29.0
ptg000038l	3201	3202	19.0	15.0	21.0	14.0
ptg000038l	3301	3302	7.0	10.0	15.0	8.0
ptg000038l	3401	3402	10.0	8.0	15.0	9.0
ptg000038l	3501	3502	10.0	5.0	8.0	4.0
ptg000038l	3601	3602	1.0	1.0	6.0	2.0
ptg000038l	3701	3702	2.0	2.0	6.0	4.0
ptg000038l	3801	3802	3.0	1.0	2.0	4.0
ptg000038l	3901	3902	0.0	1.0	0.0	1.0
ptg000038l	4001	4002	14.0	9.0	13.0	16.0
ptg000038l	4101	4102	23.0	26.0	17.0	27.0
ptg000038l	4201	4202	5.0	9.0	8.0	8.0
ptg000038l	4301	4302	10.0	16.0	14.0	15.0
ptg000038l	4401	4402	14.0	14.0	11.0	13.0
ptg000038l	4501	4502	0.0	0.0	0.0	0.0
ptg000038l	4601	4602	4.0	1.0	1.0	2.0
ptg000038l	4701	4702	0.0	0.0	0.0	1.0
ptg000038l	4801	4802	2.0	0.0	0.0	0.0
ptg000038l	4901	4902	3.0	0.0	0.0	2.0
ptg000038l	5001	5002	3.0	6.0	2.0	6.0
ptg000038l	5101	5102	3.0	4.0	1.0	6.0
ptg000038l	5201	5202	4.0	4.0	5.0	8.0
ptg000038l	5301	5302	4.0	6.0	2.0	7.0
ptg000038l	5401	5402	5.0	11.0	2.0	11.0
ptg000038l	5501	5502	8.0	13.0	9.0	5.0
ptg000038l	5601	5602	2.0	0.0	0.0	1.0
ptg000038l	5701	5702	59.0	61.0	56.0	75.0
ptg000038l	5801	5802	130.0	168.0	151.0	216.0
ptg000038l	5901	5902	95.0	123.0	85.0	152.0
ptg000038l	6001	6002	98.0	103.0	104.0	158.0
ptg000038l	6101	6102	35.0	41.0	55.0	60.0
ptg000038l	6201	6202	19.0	29.0	24.0	33.0
ptg000038l	6301	6302	78.0	74.0	115.0	117.0
ptg000038l	6401	6402	231.0	301.0	288.0	383.0
ptg000038l	6501	6502	535.0	651.0	592.0	823.0
ptg000038l	6601	6602	483.0	549.0	514.0	744.0
ptg000038l	6701	6702	310.0	354.0	370.0	499.0
ptg000038l	6801	6802	357.0	413.0	466.0	553.0
ptg000038l	6901	6902	275.0	364.0	348.0	432.0
ptg000038l	7001	7002	219.0	258.0	241.0	320.0
ptg000038l	7101	7102	210.0	224.0	262.0	285.0
ptg000038l	7201	7202	354.0	358.0	417.0	457.0
ptg000038l	7301	7302	283.0	311.0	325.0	427.0
ptg000038l	7401	7402	116.0	139.0	158.0	180.0
ptg000038l	7501	7502	125.0	114.0	137.0	154.0
ptg000038l	7601	7602	58.0	61.0	64.0	74.0
ptg000038l	7701	7702	86.0	89.0	123.0	157.0
ptg000038l	7801	7802	124.0	122.0	128.0	182.0
ptg000038l	7901	7902	22.0	31.0	29.0	33.0
ptg000038l	8001	8002	46.0	42.0	52.0	61.0
ptg000038l	8101	8102	48.0	37.0	34.0	57.0
ptg000038l	8201	8202	2.0	0.0	0.0	1.0
ptg000038l	8301	8302	30.0	55.0	60.0	58.0
ptg000038l	8401	8402	51.0	87.0	80.0	104.0
ptg000038l	8501	8502	74.0	98.0	82.0	126.0
ptg000038l	8601	8602	81.0	156.0	136.0	168.0
ptg000038l	8701	8702	100.0	164.0	160.0	218.0
ptg000038l	8801	8802	6.0	2.0	5.0	5.0
ptg000038l	8901	8902	10.0	10.0	15.0	16.0
ptg000038l	9001	9002	31.0	42.0	38.0	46.0
ptg000038l	9101	9102	39.0	31.0	32.0	55.0
ptg000038l	9201	9202	2.0	4.0	2.0	3.0
ptg000038l	9301	9302	33.0	39.0	39.0	35.0
ptg000038l	9401	9402	46.0	47.0	45.0	69.0
ptg000038l	9501	9502	51.0	45.0	45.0	70.0
ptg000038l	9601	9602	35.0	42.0	43.0	63.0
ptg000038l	9701	9702	25.0	29.0	27.0	45.0
ptg000038l	9801	9802	60.0	46.0	55.0	59.0
ptg000038l	9901	9902	74.0	64.0	77.0	71.0
ptg000038l	10001	10002	29.0	31.0	22.0	44.0
ptg000038l	10101	10102	80.0	110.0	82.0	126.0
ptg000038l	10201	10202	81.0	90.0	78.0	110.0
ptg000038l	10301	10302	25.0	38.0	23.0	35.0
ptg000038l	10401	10402	1.0	1.0	1.0	2.0
ptg000038l	10501	10502	1.0	1.0	1.0	2.0
ptg000038l	10601	10602	5.0	3.0	4.0	4.0
ptg000038l	10701	10702	9.0	4.0	4.0	9.0
