#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000028l	1	2	0.0	0.0	0.0	0.0
ptg000028l	101	102	0.0	0.0	0.0	1.0
ptg000028l	201	202	0.0	0.0	0.0	0.0
ptg000028l	301	302	0.0	0.0	0.0	0.0
ptg000028l	401	402	0.0	0.0	0.0	0.0
ptg000028l	501	502	0.0	4.0	0.0	0.0
ptg000028l	601	602	4.0	3.0	1.0	8.0
ptg000028l	701	702	17.0	11.0	20.0	17.0
ptg000028l	801	802	28.0	25.0	19.0	25.0
ptg000028l	901	902	24.0	32.0	14.0	22.0
ptg000028l	1001	1002	32.0	23.0	23.0	24.0
ptg000028l	1101	1102	50.0	47.0	39.0	42.0
ptg000028l	1201	1202	37.0	41.0	28.0	33.0
ptg000028l	1301	1302	30.0	32.0	18.0	30.0
ptg000028l	1401	1402	13.0	17.0	12.0	18.0
ptg000028l	1501	1502	10.0	16.0	17.0	11.0
ptg000028l	1601	1602	16.0	18.0	20.0	12.0
ptg000028l	1701	1702	11.0	14.0	11.0	14.0
ptg000028l	1801	1802	6.0	13.0	10.0	17.0
ptg000028l	1901	1902	2.0	14.0	5.0	11.0
ptg000028l	2001	2002	11.0	18.0	5.0	6.0
ptg000028l	2101	2102	14.0	15.0	8.0	7.0
ptg000028l	2201	2202	14.0	26.0	12.0	15.0
ptg000028l	2301	2302	12.0	26.0	13.0	17.0
ptg000028l	2401	2402	14.0	15.0	11.0	16.0
ptg000028l	2501	2502	24.0	14.0	13.0	14.0
ptg000028l	2601	2602	15.0	18.0	17.0	20.0
ptg000028l	2701	2702	19.0	15.0	9.0	23.0
ptg000028l	2801	2802	8.0	9.0	6.0	19.0
ptg000028l	2901	2902	10.0	7.0	13.0	17.0
ptg000028l	3001	3002	10.0	23.0	12.0	19.0
ptg000028l	3101	3102	14.0	25.0	14.0	14.0
ptg000028l	3201	3202	18.0	18.0	19.0	8.0
ptg000028l	3301	3302	14.0	17.0	14.0	11.0
ptg000028l	3401	3402	13.0	20.0	19.0	15.0
ptg000028l	3501	3502	20.0	22.0	25.0	14.0
ptg000028l	3601	3602	23.0	30.0	27.0	18.0
ptg000028l	3701	3702	23.0	25.0	15.0	15.0
ptg000028l	3801	3802	35.0	29.0	19.0	25.0
ptg000028l	3901	3902	28.0	34.0	25.0	40.0
ptg000028l	4001	4002	32.0	39.0	21.0	25.0
ptg000028l	4101	4102	26.0	31.0	23.0	26.0
ptg000028l	4201	4202	39.0	30.0	27.0	40.0
ptg000028l	4301	4302	48.0	44.0	56.0	58.0
ptg000028l	4401	4402	29.0	34.0	27.0	30.0
ptg000028l	4501	4502	10.0	24.0	3.0	18.0
ptg000028l	4601	4602	13.0	27.0	24.0	20.0
ptg000028l	4701	4702	39.0	51.0	31.0	50.0
ptg000028l	4801	4802	30.0	43.0	21.0	38.0
ptg000028l	4901	4902	35.0	36.0	28.0	29.0
ptg000028l	5001	5002	33.0	37.0	37.0	36.0
ptg000028l	5101	5102	39.0	42.0	34.0	32.0
ptg000028l	5201	5202	21.0	39.0	21.0	19.0
ptg000028l	5301	5302	43.0	53.0	38.0	42.0
ptg000028l	5401	5402	80.0	84.0	63.0	73.0
ptg000028l	5501	5502	62.0	59.0	56.0	46.0
ptg000028l	5601	5602	91.0	69.0	62.0	48.0
ptg000028l	5701	5702	55.0	50.0	54.0	44.0
ptg000028l	5801	5802	24.0	23.0	39.0	22.0
ptg000028l	5901	5902	28.0	23.0	24.0	20.0
ptg000028l	6001	6002	18.0	14.0	25.0	14.0
ptg000028l	6101	6102	26.0	25.0	31.0	24.0
ptg000028l	6201	6202	15.0	22.0	17.0	27.0
ptg000028l	6301	6302	6.0	8.0	2.0	10.0
ptg000028l	6401	6402	19.0	12.0	10.0	18.0
ptg000028l	6501	6502	15.0	16.0	10.0	19.0
ptg000028l	6601	6602	8.0	8.0	9.0	6.0
ptg000028l	6701	6702	8.0	11.0	8.0	7.0
ptg000028l	6801	6802	13.0	13.0	8.0	9.0
ptg000028l	6901	6902	13.0	10.0	8.0	8.0
ptg000028l	7001	7002	4.0	2.0	3.0	2.0
ptg000028l	7101	7102	20.0	18.0	9.0	5.0
ptg000028l	7201	7202	0.0	2.0	1.0	1.0
ptg000028l	7301	7302	0.0	0.0	1.0	1.0
ptg000028l	7401	7402	3.0	0.0	2.0	5.0
ptg000028l	7501	7502	14.0	8.0	9.0	11.0
ptg000028l	7601	7602	4.0	6.0	8.0	7.0
ptg000028l	7701	7702	5.0	0.0	8.0	2.0
ptg000028l	7801	7802	15.0	9.0	19.0	22.0
ptg000028l	7901	7902	14.0	8.0	6.0	11.0
ptg000028l	8001	8002	4.0	1.0	3.0	3.0
ptg000028l	8101	8102	5.0	3.0	10.0	2.0
ptg000028l	8201	8202	6.0	4.0	9.0	6.0
ptg000028l	8301	8302	8.0	7.0	5.0	2.0
ptg000028l	8401	8402	18.0	23.0	22.0	15.0
ptg000028l	8501	8502	28.0	21.0	17.0	26.0
ptg000028l	8601	8602	21.0	18.0	17.0	23.0
ptg000028l	8701	8702	14.0	17.0	11.0	18.0
ptg000028l	8801	8802	23.0	26.0	14.0	23.0
ptg000028l	8901	8902	16.0	10.0	15.0	13.0
ptg000028l	9001	9002	0.0	0.0	0.0	0.0
ptg000028l	9101	9102	4.0	5.0	4.0	3.0
ptg000028l	9201	9202	10.0	18.0	8.0	10.0
ptg000028l	9301	9302	14.0	9.0	3.0	5.0
ptg000028l	9401	9402	4.0	2.0	0.0	2.0
ptg000028l	9501	9502	2.0	1.0	1.0	0.0
ptg000028l	9601	9602	10.0	7.0	4.0	4.0
ptg000028l	9701	9702	10.0	16.0	15.0	10.0
ptg000028l	9801	9802	18.0	21.0	18.0	18.0
ptg000028l	9901	9902	16.0	14.0	16.0	14.0
ptg000028l	10001	10002	10.0	10.0	14.0	6.0
ptg000028l	10101	10102	2.0	8.0	7.0	7.0
ptg000028l	10201	10202	8.0	8.0	14.0	10.0
ptg000028l	10301	10302	2.0	0.0	2.0	1.0
ptg000028l	10401	10402	1.0	1.0	0.0	0.0
ptg000028l	10501	10502	57.0	51.0	56.0	41.0
ptg000028l	10601	10602	59.0	74.0	56.0	55.0
ptg000028l	10701	10702	65.0	44.0	40.0	66.0
ptg000028l	10801	10802	15.0	18.0	15.0	17.0
ptg000028l	10901	10902	20.0	14.0	14.0	18.0
ptg000028l	11001	11002	30.0	26.0	26.0	32.0
ptg000028l	11101	11102	38.0	38.0	39.0	32.0
ptg000028l	11201	11202	43.0	50.0	32.0	41.0
ptg000028l	11301	11302	36.0	31.0	20.0	31.0
ptg000028l	11401	11402	21.0	11.0	17.0	12.0
ptg000028l	11501	11502	4.0	2.0	4.0	1.0
ptg000028l	11601	11602	111.0	127.0	78.0	106.0
ptg000028l	11701	11702	35.0	41.0	33.0	30.0
ptg000028l	11801	11802	43.0	54.0	53.0	54.0
ptg000028l	11901	11902	55.0	73.0	47.0	54.0
ptg000028l	12001	12002	31.0	35.0	31.0	35.0
ptg000028l	12101	12102	35.0	49.0	32.0	37.0
ptg000028l	12201	12202	26.0	62.0	41.0	52.0
ptg000028l	12301	12302	15.0	33.0	28.0	35.0
ptg000028l	12401	12402	20.0	37.0	33.0	41.0
ptg000028l	12501	12502	23.0	41.0	14.0	32.0
ptg000028l	12601	12602	20.0	29.0	20.0	19.0
ptg000028l	12701	12702	37.0	50.0	23.0	33.0
ptg000028l	12801	12802	40.0	44.0	17.0	43.0
ptg000028l	12901	12902	45.0	45.0	26.0	52.0
ptg000028l	13001	13002	29.0	26.0	24.0	36.0
ptg000028l	13101	13102	26.0	36.0	31.0	47.0
ptg000028l	13201	13202	29.0	33.0	21.0	21.0
ptg000028l	13301	13302	44.0	43.0	20.0	37.0
ptg000028l	13401	13402	39.0	46.0	30.0	33.0
ptg000028l	13501	13502	31.0	51.0	31.0	47.0
ptg000028l	13601	13602	13.0	12.0	9.0	24.0
ptg000028l	13701	13702	13.0	13.0	12.0	15.0
ptg000028l	13801	13802	30.0	33.0	21.0	36.0
ptg000028l	13901	13902	14.0	18.0	17.0	17.0
ptg000028l	14001	14002	9.0	15.0	17.0	20.0
ptg000028l	14101	14102	8.0	18.0	10.0	14.0
ptg000028l	14201	14202	3.0	8.0	0.0	4.0
ptg000028l	14301	14302	6.0	5.0	2.0	2.0
ptg000028l	14401	14402	6.0	14.0	7.0	7.0
ptg000028l	14501	14502	2.0	2.0	8.0	17.0
ptg000028l	14601	14602	0.0	0.0	4.0	11.0
ptg000028l	14701	14702	5.0	13.0	4.0	9.0
ptg000028l	14801	14802	12.0	19.0	13.0	27.0
ptg000028l	14901	14902	13.0	17.0	14.0	32.0
ptg000028l	15001	15002	10.0	24.0	11.0	30.0
ptg000028l	15101	15102	24.0	17.0	24.0	23.0
ptg000028l	15201	15202	25.0	21.0	20.0	22.0
ptg000028l	15301	15302	12.0	16.0	12.0	21.0
ptg000028l	15401	15402	1.0	0.0	0.0	2.0
ptg000028l	15501	15502	14.0	18.0	14.0	25.0
ptg000028l	15601	15602	23.0	33.0	21.0	23.0
ptg000028l	15701	15702	28.0	26.0	13.0	18.0
ptg000028l	15801	15802	28.0	22.0	19.0	45.0
ptg000028l	15901	15902	47.0	27.0	20.0	41.0
ptg000028l	16001	16002	37.0	31.0	20.0	38.0
ptg000028l	16101	16102	28.0	27.0	15.0	26.0
ptg000028l	16201	16202	2.0	4.0	1.0	0.0
ptg000028l	16301	16302	5.0	7.0	9.0	3.0
ptg000028l	16401	16402	15.0	23.0	10.0	7.0
ptg000028l	16501	16502	12.0	22.0	11.0	7.0
ptg000028l	16601	16602	0.0	0.0	0.0	0.0
ptg000028l	16701	16702	16.0	12.0	11.0	14.0
ptg000028l	16801	16802	61.0	44.0	40.0	32.0
ptg000028l	16901	16902	80.0	54.0	42.0	40.0
ptg000028l	17001	17002	60.0	55.0	34.0	34.0
ptg000028l	17101	17102	23.0	24.0	22.0	15.0
ptg000028l	17201	17202	15.0	18.0	18.0	22.0
ptg000028l	17301	17302	29.0	22.0	24.0	28.0
ptg000028l	17401	17402	61.0	39.0	47.0	49.0
ptg000028l	17501	17502	56.0	50.0	58.0	54.0
ptg000028l	17601	17602	59.0	56.0	55.0	44.0
ptg000028l	17701	17702	45.0	34.0	57.0	41.0
ptg000028l	17801	17802	71.0	42.0	69.0	50.0
ptg000028l	17901	17902	47.0	54.0	48.0	29.0
ptg000028l	18001	18002	25.0	37.0	28.0	9.0
