#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000071l	1	2	0.0	1.0	1.0	0.0
ptg000071l	101	102	28.0	29.0	26.0	35.0
ptg000071l	201	202	49.0	48.0	44.0	60.0
ptg000071l	301	302	61.0	54.0	62.0	70.0
ptg000071l	401	402	73.0	67.0	74.0	89.0
ptg000071l	501	502	68.0	57.0	58.0	75.0
ptg000071l	601	602	61.0	67.0	64.0	88.0
ptg000071l	701	702	53.0	40.0	56.0	66.0
ptg000071l	801	802	55.0	52.0	60.0	61.0
ptg000071l	901	902	11.0	22.0	14.0	11.0
ptg000071l	1001	1002	29.0	28.0	40.0	36.0
ptg000071l	1101	1102	44.0	41.0	50.0	59.0
ptg000071l	1201	1202	47.0	39.0	51.0	68.0
ptg000071l	1301	1302	36.0	38.0	36.0	57.0
ptg000071l	1401	1402	24.0	30.0	33.0	30.0
ptg000071l	1501	1502	59.0	55.0	53.0	72.0
ptg000071l	1601	1602	71.0	59.0	81.0	103.0
ptg000071l	1701	1702	84.0	75.0	73.0	105.0
ptg000071l	1801	1802	73.0	68.0	54.0	99.0
ptg000071l	1901	1902	60.0	62.0	79.0	95.0
ptg000071l	2001	2002	59.0	66.0	78.0	108.0
ptg000071l	2101	2102	53.0	69.0	61.0	89.0
ptg000071l	2201	2202	37.0	46.0	42.0	50.0
ptg000071l	2301	2302	16.0	16.0	21.0	32.0
ptg000071l	2401	2402	16.0	14.0	24.0	36.0
ptg000071l	2501	2502	12.0	14.0	31.0	20.0
ptg000071l	2601	2602	5.0	6.0	6.0	2.0
ptg000071l	2701	2702	8.0	12.0	14.0	17.0
ptg000071l	2801	2802	12.0	11.0	19.0	27.0
ptg000071l	2901	2902	0.0	0.0	1.0	0.0
ptg000071l	3001	3002	3.0	4.0	3.0	2.0
ptg000071l	3101	3102	16.0	18.0	14.0	19.0
ptg000071l	3201	3202	20.0	25.0	17.0	35.0
ptg000071l	3301	3302	20.0	21.0	23.0	34.0
ptg000071l	3401	3402	13.0	7.0	16.0	18.0
ptg000071l	3501	3502	6.0	3.0	7.0	9.0
ptg000071l	3601	3602	42.0	37.0	46.0	66.0
ptg000071l	3701	3702	56.0	66.0	94.0	121.0
ptg000071l	3801	3802	45.0	68.0	68.0	88.0
ptg000071l	3901	3902	47.0	61.0	63.0	70.0
ptg000071l	4001	4002	60.0	80.0	68.0	70.0
ptg000071l	4101	4102	66.0	60.0	63.0	80.0
ptg000071l	4201	4202	82.0	79.0	90.0	113.0
ptg000071l	4301	4302	57.0	55.0	69.0	110.0
ptg000071l	4401	4402	36.0	40.0	30.0	49.0
ptg000071l	4501	4502	38.0	43.0	45.0	44.0
ptg000071l	4601	4602	28.0	41.0	35.0	61.0
ptg000071l	4701	4702	25.0	34.0	38.0	56.0
ptg000071l	4801	4802	56.0	69.0	77.0	94.0
ptg000071l	4901	4902	69.0	73.0	89.0	104.0
ptg000071l	5001	5002	40.0	37.0	46.0	53.0
ptg000071l	5101	5102	51.0	40.0	37.0	46.0
ptg000071l	5201	5202	69.0	73.0	60.0	81.0
ptg000071l	5301	5302	51.0	59.0	39.0	59.0
ptg000071l	5401	5402	42.0	66.0	34.0	54.0
ptg000071l	5501	5502	51.0	84.0	72.0	89.0
ptg000071l	5601	5602	53.0	59.0	61.0	81.0
ptg000071l	5701	5702	38.0	57.0	41.0	66.0
ptg000071l	5801	5802	39.0	62.0	43.0	74.0
ptg000071l	5901	5902	10.0	17.0	13.0	21.0
ptg000071l	6001	6002	13.0	16.0	14.0	23.0
ptg000071l	6101	6102	13.0	10.0	7.0	12.0
ptg000071l	6201	6202	14.0	15.0	8.0	12.0
ptg000071l	6301	6302	9.0	13.0	4.0	9.0
ptg000071l	6401	6402	21.0	27.0	16.0	9.0
ptg000071l	6501	6502	4.0	3.0	6.0	2.0
ptg000071l	6601	6602	8.0	9.0	3.0	5.0
ptg000071l	6701	6702	17.0	23.0	16.0	13.0
ptg000071l	6801	6802	2.0	7.0	5.0	7.0
ptg000071l	6901	6902	3.0	3.0	7.0	6.0
ptg000071l	7001	7002	4.0	14.0	9.0	8.0
