#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'S1.dedup.bam'	'S2.dedup.bam'	'S3.dedup.bam'	'S4.dedup.bam'
ptg000088l	1	2	1.0	1.0	1.0	1.0
ptg000088l	101	102	73.0	64.0	69.0	88.0
ptg000088l	201	202	117.0	124.0	108.0	139.0
ptg000088l	301	302	155.0	152.0	134.0	147.0
ptg000088l	401	402	151.0	152.0	148.0	154.0
ptg000088l	501	502	168.0	168.0	140.0	192.0
ptg000088l	601	602	187.0	207.0	185.0	207.0
ptg000088l	701	702	200.0	230.0	180.0	231.0
ptg000088l	801	802	192.0	190.0	153.0	247.0
ptg000088l	901	902	191.0	192.0	202.0	198.0
ptg000088l	1001	1002	191.0	205.0	206.0	193.0
ptg000088l	1101	1102	202.0	206.0	186.0	212.0
ptg000088l	1201	1202	217.0	253.0	202.0	213.0
ptg000088l	1301	1302	220.0	195.0	176.0	204.0
ptg000088l	1401	1402	168.0	194.0	179.0	214.0
ptg000088l	1501	1502	168.0	177.0	176.0	198.0
ptg000088l	1601	1602	180.0	159.0	159.0	173.0
ptg000088l	1701	1702	184.0	164.0	155.0	177.0
ptg000088l	1801	1802	209.0	170.0	163.0	186.0
ptg000088l	1901	1902	209.0	156.0	184.0	190.0
ptg000088l	2001	2002	181.0	177.0	171.0	217.0
ptg000088l	2101	2102	170.0	191.0	168.0	176.0
ptg000088l	2201	2202	199.0	210.0	181.0	190.0
ptg000088l	2301	2302	186.0	212.0	156.0	154.0
ptg000088l	2401	2402	169.0	200.0	175.0	174.0
ptg000088l	2501	2502	172.0	202.0	178.0	174.0
ptg000088l	2601	2602	183.0	218.0	185.0	197.0
ptg000088l	2701	2702	158.0	204.0	180.0	196.0
ptg000088l	2801	2802	180.0	214.0	162.0	191.0
ptg000088l	2901	2902	176.0	209.0	153.0	194.0
ptg000088l	3001	3002	197.0	199.0	154.0	206.0
ptg000088l	3101	3102	184.0	197.0	171.0	202.0
ptg000088l	3201	3202	162.0	195.0	180.0	192.0
ptg000088l	3301	3302	154.0	191.0	163.0	183.0
ptg000088l	3401	3402	159.0	175.0	144.0	174.0
ptg000088l	3501	3502	158.0	168.0	167.0	170.0
ptg000088l	3601	3602	168.0	180.0	191.0	181.0
ptg000088l	3701	3702	158.0	177.0	143.0	144.0
ptg000088l	3801	3802	157.0	183.0	145.0	142.0
ptg000088l	3901	3902	148.0	156.0	120.0	138.0
ptg000088l	4001	4002	122.0	139.0	96.0	132.0
ptg000088l	4101	4102	21.0	32.0	20.0	25.0
ptg000088l	4201	4202	72.0	88.0	72.0	84.0
ptg000088l	4301	4302	107.0	135.0	101.0	138.0
ptg000088l	4401	4402	49.0	103.0	56.0	119.0
ptg000088l	4501	4502	10.0	20.0	15.0	23.0
ptg000088l	4601	4602	66.0	78.0	65.0	87.0
ptg000088l	4701	4702	126.0	164.0	117.0	174.0
ptg000088l	4801	4802	158.0	176.0	139.0	218.0
ptg000088l	4901	4902	217.0	193.0	188.0	223.0
ptg000088l	5001	5002	232.0	243.0	189.0	242.0
ptg000088l	5101	5102	243.0	262.0	220.0	284.0
ptg000088l	5201	5202	234.0	259.0	253.0	266.0
ptg000088l	5301	5302	198.0	245.0	207.0	230.0
ptg000088l	5401	5402	225.0	241.0	213.0	250.0
ptg000088l	5501	5502	195.0	320.0	208.0	358.0
ptg000088l	5601	5602	141.0	234.0	191.0	227.0
ptg000088l	5701	5702	169.0	234.0	184.0	240.0
ptg000088l	5801	5802	173.0	222.0	166.0	234.0
ptg000088l	5901	5902	148.0	208.0	172.0	202.0
ptg000088l	6001	6002	168.0	189.0	181.0	199.0
ptg000088l	6101	6102	180.0	215.0	202.0	218.0
ptg000088l	6201	6202	182.0	224.0	195.0	218.0
ptg000088l	6301	6302	207.0	202.0	199.0	218.0
ptg000088l	6401	6402	202.0	219.0	203.0	233.0
ptg000088l	6501	6502	220.0	237.0	203.0	240.0
ptg000088l	6601	6602	216.0	220.0	174.0	221.0
ptg000088l	6701	6702	213.0	233.0	171.0	230.0
ptg000088l	6801	6802	195.0	215.0	186.0	242.0
ptg000088l	6901	6902	215.0	214.0	194.0	223.0
ptg000088l	7001	7002	225.0	235.0	202.0	202.0
ptg000088l	7101	7102	231.0	255.0	205.0	229.0
ptg000088l	7201	7202	211.0	241.0	199.0	255.0
ptg000088l	7301	7302	189.0	250.0	226.0	250.0
ptg000088l	7401	7402	190.0	224.0	228.0	228.0
ptg000088l	7501	7502	221.0	260.0	256.0	257.0
ptg000088l	7601	7602	226.0	272.0	249.0	288.0
ptg000088l	7701	7702	244.0	323.0	251.0	323.0
ptg000088l	7801	7802	205.0	219.0	246.0	228.0
ptg000088l	7901	7902	206.0	248.0	207.0	253.0
ptg000088l	8001	8002	219.0	271.0	202.0	289.0
ptg000088l	8101	8102	189.0	236.0	159.0	243.0
ptg000088l	8201	8202	179.0	231.0	154.0	206.0
ptg000088l	8301	8302	166.0	209.0	159.0	177.0
ptg000088l	8401	8402	144.0	174.0	137.0	192.0
ptg000088l	8501	8502	99.0	115.0	85.0	144.0
ptg000088l	8601	8602	14.0	25.0	7.0	28.0
ptg000088l	8701	8702	22.0	7.0	14.0	1.0
ptg000088l	8801	8802	5.0	8.0	2.0	6.0
ptg000088l	8901	8902	88.0	172.0	72.0	182.0
